DATE,P_rec,R_nber,L_idx,C_claims,C_ff,C_yield_curve,I_sent,unrate,indpro
2014-06-01,0.26,0.0,1.95,,0.1,,82.5,6.1,102.735
2014-06-30,,,,313500.0,,2.146190476190476,,,
2014-07-01,0.32,0.0,1.92,,0.09,,81.8,6.2,102.9632
2014-07-31,,,,301750.0,,2.0359090909090907,,,
2014-08-01,0.38,0.0,1.74,,0.09,,82.5,6.1,102.7688
2014-08-31,,,,302000.0,,1.9476190476190476,,,
2014-09-01,0.22,0.0,1.97,,0.09,,84.6,5.9,103.0641
2014-09-30,,,,295000.0,,1.9676190476190476,,,
2014-10-01,0.26,0.0,2.04,,0.09,,86.9,5.7,103.0764
2014-10-31,,,,288750.0,,1.8586363636363636,,,
2014-11-01,0.26,0.0,1.74,,0.09,,88.8,5.8,103.7126
2014-11-30,,,,291600.0,,1.7983333333333331,,,
2014-12-01,0.6,0.0,2.02,,0.12,,93.6,5.6,103.7044
2014-12-31,,,,284500.0,,1.5718181818181818,,,
2015-01-01,2.08,0.0,1.7,,0.11,,98.1,5.7,102.8905
2015-01-31,,,,287600.0,,1.33,,,
2015-02-01,2.26,0.0,1.7,,0.11,,95.4,5.5,102.2335
2015-02-28,,,,301250.0,,1.3563157894736841,,,
2015-03-01,1.98,0.0,1.7,,0.11,,93.0,5.4,101.8914
2015-03-31,,,,284000.0,,1.4022727272727273,,,
2015-04-01,1.64,0.0,1.71,,0.12,,95.9,5.4,101.3355
2015-04-30,,,,286000.0,,1.395,,,
2015-05-01,1.66,0.0,1.89,,0.12,,90.7,5.6,100.8883
2015-05-31,,,,274000.0,,1.5885,,,
2015-06-01,1.3,0.0,1.68,,0.13,,96.1,5.3,100.571
2015-06-30,,,,273750.0,,1.675,,,
2015-07-01,0.98,0.0,1.84,,0.13,,93.1,5.2,101.2228
2015-07-31,,,,277750.0,,1.656818181818182,,,
2015-08-01,1.44,0.0,1.76,,0.14,,91.9,5.1,101.0367
2015-08-31,,,,275200.0,,1.4695238095238095,,,
2015-09-01,1.52,0.0,1.78,,0.14,,87.2,5.0,100.7547
2015-09-30,,,,269500.0,,1.4595238095238094,,,
2015-10-01,1.66,0.0,1.59,,0.12,,90.0,5.0,100.2675
2015-10-31,,,,267000.0,,1.4252380952380952,,,
2015-11-01,2.12,0.0,1.55,,0.12,,91.3,5.1,99.5298
2015-11-30,,,,268500.0,,1.378421052631579,,,
2015-12-01,1.82,0.0,1.63,,0.24,,92.6,5.0,99.0417
2015-12-31,,,,271000.0,,1.26,,,
2016-01-01,1.56,0.0,1.4,,0.34,,92.0,4.8,99.5607
2016-01-31,,,,279600.0,,1.1857894736842105,,,
2016-02-01,1.7,0.0,1.72,,0.38,,91.7,4.9,99.0445
2016-02-29,,,,266750.0,,1.046,,,
2016-03-01,1.46,0.0,1.61,,0.36,,91.0,5.0,98.3096
2016-03-31,,,,263250.0,,1.014090909090909,,,
2016-04-01,0.98,0.0,1.56,,0.37,,89.0,5.1,98.6421
2016-04-30,,,,266000.0,,1.0371428571428571,,,
2016-05-01,0.94,0.0,1.43,,0.37,,94.7,4.8,98.4184
2016-05-31,,,,274500.0,,0.99,,,
2016-06-01,0.64,0.0,1.45,,0.38,,93.5,4.9,98.8833
2016-06-30,,,,265250.0,,0.9127272727272728,,,
2016-07-01,0.58,0.0,1.5,,0.39,,90.0,4.8,98.9992
2016-07-31,,,,259400.0,,0.8314999999999999,,,
2016-08-01,0.64,0.0,1.54,,0.4,,89.8,4.9,98.85
2016-08-31,,,,263500.0,,0.8191304347826087,,,
2016-09-01,0.44,0.0,1.36,,0.4,,91.2,5.0,98.7457
2016-09-30,,,,251500.0,,0.8595238095238096,,,
2016-10-01,0.44,0.0,1.27,,0.4,,87.2,4.9,98.7611
2016-10-31,,,,255800.0,,0.9215,,,
2016-11-01,0.4,0.0,1.7,,0.41,,93.8,4.7,98.3491
2016-11-30,,,,245750.0,,1.1625,,,
2016-12-01,0.26,0.0,1.62,,0.54,,98.2,4.7,99.0214
2016-12-31,,,,252200.0,,1.2952380952380953,,,
2017-01-01,0.38,0.0,1.73,,0.65,,98.5,4.7,98.7611
2017-01-31,,,,244000.0,,1.226,,,
2017-02-01,0.3,0.0,1.58,,0.66,,96.3,4.6,98.3646
2017-02-28,,,,230250.0,,1.2178947368421054,,,
2017-03-01,0.2,0.0,1.73,,0.79,,96.9,4.4,99.0137
2017-03-31,,,,233750.0,,1.168695652173913,,,
2017-04-01,0.2,0.0,1.59,,0.9,,97.0,4.4,100.0224
2017-04-30,,,,227800.0,,1.0563157894736843,,,
2017-05-01,0.2,0.0,1.42,,0.91,,97.1,4.4,100.1408
2017-05-31,,,,239000.0,,1.0018181818181817,,,
2017-06-01,0.3,0.0,1.52,,1.04,,95.0,4.3,100.3471
2017-06-30,,,,248000.0,,0.8445454545454546,,,
2017-07-01,0.34,0.0,1.43,,1.15,,93.4,4.3,100.1068
2017-07-31,,,,250800.0,,0.9455,,,
2017-08-01,0.42,0.0,1.39,,1.16,,96.8,4.4,99.6925
2017-08-31,,,,247750.0,,0.8739130434782609,,,
2017-09-01,0.24,0.0,1.2,,1.15,,95.1,4.3,99.7954
2017-09-30,,,,272400.0,,0.8175000000000001,,,
2017-10-01,0.16,0.0,1.59,,1.15,,100.7,4.2,101.0247
2017-10-31,,,,242250.0,,0.8104761904761905,,,
2017-11-01,0.18,0.0,1.45,,1.16,,98.5,4.2,101.2664
2017-11-30,,,,247750.0,,0.6566666666666666,,,
2017-12-01,0.24,0.0,1.48,,1.3,,95.9,4.1,101.4644
2017-12-31,,,,242600.0,,0.5585,,,
2018-01-01,0.38,0.0,1.55,,1.41,,95.7,4.0,101.4625
2018-01-31,,,,235250.0,,0.5519047619047619,,,
2018-02-01,0.18,0.0,1.66,,1.42,,99.7,4.1,101.7085
2018-02-28,,,,221000.0,,0.6836842105263158,,,
2018-03-01,0.1,0.0,1.69,,1.51,,101.4,4.0,102.2067
2018-03-31,,,,225800.0,,0.5666666666666667,,,
2018-04-01,0.12,0.0,1.59,,1.69,,98.8,4.0,103.3329
2018-04-30,,,,221500.0,,0.4847619047619047,,,
2018-05-01,0.28,0.0,1.57,,1.7,,98.0,3.8,102.4024
2018-05-31,,,,221250.0,,0.4659090909090909,,,
2018-06-01,0.12,0.0,1.55,,1.82,,98.2,4.0,103.198
2018-06-30,,,,222600.0,,0.379047619047619,,,
2018-07-01,0.14,0.0,1.36,,1.91,,97.9,3.8,103.3646
2018-07-31,,,,209500.0,,0.28238095238095234,,,
2018-08-01,0.14,0.0,1.46,,1.91,,96.2,3.8,104.0327
2018-08-31,,,,208500.0,,0.2534782608695652,,,
2018-09-01,0.48,0.0,1.25,,1.95,,100.1,3.7,104.1004
2018-09-30,,,,205200.0,,0.23631578947368423,,,
2018-10-01,0.68,0.0,1.31,,2.19,,98.6,3.8,103.9856
2018-10-31,,,,213000.0,,0.2913636363636364,,,
2018-11-01,0.66,0.0,1.0,,2.2,,97.5,3.8,104.0681
2018-11-30,,,,225250.0,,0.258,,,
2018-12-01,0.72,0.0,0.99,,2.27,,98.3,3.9,104.0936
2018-12-31,,,,224600.0,,0.1563157894736842,,,
2019-01-01,2.18,0.0,1.0,,2.4,,91.2,4.0,103.4021
2019-01-31,,,,222750.0,,0.17047619047619048,,,
2019-02-01,2.36,0.0,1.1,,2.4,,93.8,3.8,102.8371
2019-02-28,,,,222500.0,,0.17210526315789473,,,
2019-03-01,1.76,0.0,1.2,,2.41,,98.4,3.8,102.8757
2019-03-31,,,,211800.0,,0.16142857142857142,,,
2019-04-01,1.86,0.0,1.4,,2.42,,97.2,3.7,102.274
2019-04-30,,,,209750.0,,0.18761904761904763,,,
2019-05-01,1.24,0.0,1.38,,2.39,,100.0,3.6,102.392
2019-05-31,,,,218500.0,,0.18863636363636366,,,
2019-06-01,0.92,0.0,1.11,,2.38,,98.2,3.6,102.4375
2019-06-30,,,,225200.0,,0.26,,,
2019-07-01,1.08,0.0,1.3,,2.4,,98.4,3.7,101.9408
2019-07-31,,,,208500.0,,0.2240909090909091,,,
2019-08-01,0.72,0.0,1.32,,2.13,,89.8,3.6,102.639
2019-08-31,,,,211000.0,,0.055,,,
2019-09-01,1.6,0.0,1.5,,2.04,,93.2,3.5,102.2917
2019-09-30,,,,209500.0,,0.051500000000000004,,,
2019-10-01,2.14,0.0,1.41,,1.83,,95.5,3.6,101.4281
2019-10-31,,,,212250.0,,0.15545454545454546,,,
2019-11-01,0.94,0.0,1.38,,1.55,,96.8,3.6,101.9372
2019-11-30,,,,224400.0,,0.19947368421052633,,,
2019-12-01,1.08,0.0,1.48,,1.55,,99.3,3.6,101.7003
2019-12-31,,,,236000.0,,0.24952380952380954,,,
2020-01-01,0.66,0.0,1.57,,1.55,,99.8,3.6,101.0338
2020-01-31,,,,215500.0,,0.23857142857142857,,,
2020-02-01,0.3,0.0,1.72,,1.58,,101.0,3.5,101.3735
2020-02-29,,,,210200.0,,0.1731578947368421,,,
2020-03-01,100.0,1.0,,,0.65,,89.1,4.4,97.4078
2020-03-31,,,,2335250.0,,0.42181818181818187,,,
2020-04-01,100.0,1.0,,,0.05,,71.8,14.8,84.5619
2020-04-30,,,,4663250.0,,0.43285714285714283,,,
2020-05-01,0.2,0.0,,,0.05,,72.3,13.2,85.9604
2020-05-31,,,,2173400.0,,0.5035000000000001,,,
2020-06-01,0.2,0.0,,,0.08,,78.1,11.0,91.5934
2020-06-30,,,,1490250.0,,0.5436363636363637,,,
2020-07-01,0.12,0.0,,,0.09,,72.5,10.2,95.0256
2020-07-31,,,,1383500.0,,0.4754545454545455,,,
2020-08-01,0.08,0.0,,,0.1,,74.1,8.4,95.9549
2020-08-31,,,,922400.0,,0.5104761904761905,,,
2020-09-01,0.14,0.0,,,0.09,,80.4,7.8,95.9669
2020-09-30,,,,851750.0,,0.5447619047619048,,,
2020-10-01,0.14,0.0,,,0.09,,81.8,6.9,96.7394
2020-10-31,,,,795400.0,,0.6376190476190476,,,
2020-11-01,0.36,0.0,,,0.09,,76.9,6.7,97.0816
2020-11-30,,,,751250.0,,0.7042105263157895,,,
2020-12-01,0.12,0.0,,,0.09,,80.7,6.7,98.363
2020-12-31,,,,836750.0,,0.7977272727272727,,,
2021-01-01,0.12,0.0,,,0.09,,79.0,6.4,98.8822
2021-01-31,,,,827800.0,,0.9500000000000001,,,
2021-02-01,0.16,0.0,,,0.08,,76.8,6.2,95.6149
2021-02-28,,,,755000.0,,1.1426315789473684,,,
2021-03-01,0.14,0.0,,,0.07,,84.9,6.1,98.3856
2021-03-31,,,,669250.0,,1.463913043478261,,,
2021-04-01,0.44,0.0,,,0.07,,88.3,6.1,98.5587
2021-04-30,,,,589000.0,,1.471818181818182,,,
2021-05-01,0.2,0.0,,,0.06,,82.9,5.8,99.4333
2021-05-31,,,,469200.0,,1.466,,,
2021-06-01,0.18,0.0,,,0.08,,85.5,5.9,99.7987
2021-06-30,,,,409750.0,,1.3163636363636364,,,
2021-07-01,0.32,0.0,,,0.1,,81.2,5.4,100.2519
2021-07-31,,,,370000.0,,1.099047619047619,,,
2021-08-01,2.24,0.0,,,0.09,,70.3,5.1,100.0437
2021-08-31,,,,360000.0,,1.0659090909090911,,,
2021-09-01,2.08,0.0,,,0.08,,72.8,4.7,98.8579
2021-09-30,,,,355500.0,,1.1338095238095238,,,
2021-10-01,0.22,0.0,,,0.08,,71.7,4.5,100.1861
2021-10-31,,,,284800.0,,1.19,,,
2021-11-01,0.4,0.0,,,0.08,,67.4,4.1,100.8654
2021-11-30,,,,236500.0,,1.0515,,,
2021-12-01,1.12,0.0,,,0.08,,70.6,3.9,100.5726
2021-12-31,,,,216250.0,,0.785,,,
2022-01-01,1.0,0.0,,,0.08,,67.2,4.0,100.1856
2022-01-31,,,,237600.0,,0.7835,,,
2022-02-01,0.44,0.0,,,0.08,,62.8,3.9,100.8064
2022-02-28,,,,219500.0,,0.49894736842105264,,,
2022-03-01,0.52,0.0,,,0.2,,59.4,3.7,101.3907
2022-03-31,,,,215000.0,,0.21826086956521737,,,
2022-04-01,0.98,0.0,,,0.33,,65.2,3.7,101.44
2022-04-30,,,,213200.0,,0.20950000000000002,,,
2022-05-01,1.12,0.0,,,0.77,,58.4,3.6,101.3335
2022-05-31,,,,210000.0,,0.2814285714285714,,,
2022-06-01,0.78,0.0,,,1.21,,50.0,3.6,101.018
2022-06-30,,,,213500.0,,0.14523809523809525,,,
2022-07-01,0.54,0.0,,,1.68,,51.5,3.5,101.223
2022-07-31,,,,218200.0,,-0.13999999999999999,,,
2022-08-01,0.9,0.0,,,2.33,,58.2,3.6,101.0963
2022-08-31,,,,216500.0,,-0.3521739130434782,,,
2022-09-01,0.92,0.0,,,2.56,,58.6,3.5,101.2918
2022-09-30,,,,197750.0,,-0.3376190476190476,,,
2022-10-01,1.04,0.0,,,3.08,,59.9,3.6,101.2529
2022-10-31,,,,202400.0,,-0.3915,,,
2022-11-01,1.58,0.0,,,3.78,,56.7,3.6,100.9552
2022-11-30,,,,210750.0,,-0.6125,,,
2022-12-01,1.58,0.0,,,4.1,,59.8,3.5,99.7664
2022-12-31,,,,208000.0,,-0.6723809523809524,,,
2023-01-01,0.42,0.0,,,4.33,,64.9,3.5,100.505
2023-01-31,,,,203500.0,,-0.6759999999999999,,,
2023-02-01,0.52,0.0,,,4.57,,66.9,3.6,100.6416
2023-02-28,,,,215000.0,,-0.7868421052631579,,,
2023-03-01,0.54,0.0,,,4.65,,62.0,3.5,101.0205
2023-03-31,,,,228750.0,,-0.6395652173913043,,,
2023-04-01,0.5,0.0,,,4.83,,63.7,3.4,101.253
2023-04-30,,,,216600.0,,-0.5559999999999999,,,
2023-05-01,0.46,0.0,,,5.06,,59.0,3.6,100.9286
2023-05-31,,,,226250.0,,-0.5581818181818181,,,
2023-06-01,0.58,0.0,,,5.08,,64.2,3.6,100.1196
2023-06-30,,,,251750.0,,-0.8914285714285713,,,
2023-07-01,0.46,0.0,,,5.12,,71.5,3.5,100.9067
2023-07-31,,,,234800.0,,-0.9289999999999999,,,
2023-08-01,0.48,0.0,,,5.33,,69.4,3.7,100.8393
2023-08-31,,,,245000.0,,-0.7339130434782608,,,
2023-09-01,0.48,0.0,,,5.33,,67.8,3.7,101.0211
2023-09-30,,,,219000.0,,-0.643,,,
2023-10-01,0.68,0.0,,,5.33,,63.8,3.9,100.4689
2023-10-31,,,,210250.0,,-0.26952380952380955,,,
2023-11-01,0.58,0.0,,,5.33,,61.3,3.7,100.8639
2023-11-30,,,,218000.0,,-0.3795238095238095,,,
2023-12-01,1.42,0.0,,,5.33,,69.7,3.8,100.6031
2023-12-31,,,,207400.0,,-0.437,,,
2024-01-01,3.3,0.0,,,5.33,,79.0,3.7,99.2223
2024-01-31,,,,210000.0,,-0.2647619047619048,,,
2024-02-01,0.54,0.0,,,5.33,,76.9,3.9,100.285
2024-02-29,,,,210750.0,,-0.3365,,,
2024-03-01,0.54,0.0,,,5.33,,79.4,3.9,100.4575
2024-03-31,,,,215000.0,,-0.3795,,,
2024-04-01,0.46,0.0,,,5.33,,77.2,3.9,100.2434
2024-04-30,,,,210250.0,,-0.33409090909090905,,,
2024-05-01,0.32,0.0,,,5.33,,69.1,3.9,100.863
2024-05-31,,,,222000.0,,-0.3740909090909091,,,
2024-06-01,0.58,0.0,,,5.33,,68.2,4.1,100.894
2024-06-30,,,,235600.0,,-0.431578947368421,,,
2024-07-01,0.76,0.0,,,5.33,,66.4,4.2,99.9757
2024-07-31,,,,236500.0,,-0.24727272727272728,,,
2024-08-01,0.4,0.0,,,5.33,,67.9,4.2,100.4309
2024-08-31,,,,230800.0,,-0.09454545454545454,,,
2024-09-01,0.66,0.0,,,5.13,,70.1,4.1,99.8084
2024-09-30,,,,225000.0,,0.101,,,
2024-10-01,0.58,0.0,,,4.83,,70.5,4.1,99.4695
2024-10-31,,,,236250.0,,0.12318181818181818,,,
2024-11-01,0.32,0.0,,,4.64,,71.8,4.2,99.2925
2024-11-30,,,,219400.0,,0.09842105263157895,,,
2024-12-01,0.22,0.0,,,4.48,,74.0,4.1,100.3273
2024-12-31,,,,222250.0,,0.1657142857142857,,,
