seed,t,scheme,b,estimator,value
14000,400,majority,1,C_frozen,0.0
14000,400,majority,1,C_activity,1.0
14000,400,majority,1,H_2x2,0.5412666552213319
14000,400,majority,2,C_frozen,0.0
14000,400,majority,2,C_activity,1.0
14000,400,majority,2,H_2x2,0.4717294253035473
14000,400,majority,4,C_frozen,0.0
14000,400,majority,4,C_activity,1.0
14000,400,majority,4,H_2x2,0.4469984698880961
14000,400,majority,8,C_frozen,0.0
14000,400,majority,8,C_activity,1.0
14000,400,majority,8,H_2x2,0.5096732188875333
14000,400,threshold_low,1,C_frozen,0.0
14000,400,threshold_low,1,C_activity,1.0
14000,400,threshold_low,1,H_2x2,0.5412666552213319
14000,400,threshold_low,2,C_frozen,0.0
14000,400,threshold_low,2,C_activity,1.0
14000,400,threshold_low,2,H_2x2,0.4717294253035473
14000,400,threshold_low,4,C_frozen,0.0
14000,400,threshold_low,4,C_activity,1.0
14000,400,threshold_low,4,H_2x2,0.44447984542795127
14000,400,threshold_low,8,C_frozen,0.0
14000,400,threshold_low,8,C_activity,1.0
14000,400,threshold_low,8,H_2x2,0.4696614789199461
14000,400,threshold_high,1,C_frozen,0.0
14000,400,threshold_high,1,C_activity,1.0
14000,400,threshold_high,1,H_2x2,0.5412666552213319
14000,400,threshold_high,2,C_frozen,0.0
14000,400,threshold_high,2,C_activity,1.0
14000,400,threshold_high,2,H_2x2,0.5189768463598157
14000,400,threshold_high,4,C_frozen,0.0
14000,400,threshold_high,4,C_activity,1.0
14000,400,threshold_high,4,H_2x2,0.4772474850336871
14000,400,threshold_high,8,C_frozen,0.0
14000,400,threshold_high,8,C_activity,1.0
14000,400,threshold_high,8,H_2x2,0.5177128505562792
14000,400,average,1,C_frozen,0.0
14000,400,average,1,C_activity,1.0
14000,400,average,1,H_2x2,0.5412666552213319
14000,400,average,2,C_frozen,0.0
14000,400,average,2,C_activity,1.0
14000,400,average,2,H_2x2,0.4717294253035473
14000,400,average,4,C_frozen,0.0
14000,400,average,4,C_activity,1.0
14000,400,average,4,H_2x2,0.4469984698880961
14000,400,average,8,C_frozen,0.0
14000,400,average,8,C_activity,1.0
14000,400,average,8,H_2x2,0.5096732188875333
14000,420,majority,1,C_frozen,0.0
14000,420,majority,1,C_activity,1.0
14000,420,majority,1,H_2x2,0.5363663852179279
14000,420,majority,2,C_frozen,0.0
14000,420,majority,2,C_activity,1.0
14000,420,majority,2,H_2x2,0.49856980495367964
14000,420,majority,4,C_frozen,0.0
14000,420,majority,4,C_activity,1.0
14000,420,majority,4,H_2x2,0.4285747431180308
14000,420,majority,8,C_frozen,0.0
14000,420,majority,8,C_activity,1.0
14000,420,majority,8,H_2x2,0.4483835592671228
14000,420,threshold_low,1,C_frozen,0.0
14000,420,threshold_low,1,C_activity,1.0
14000,420,threshold_low,1,H_2x2,0.5363663852179279
14000,420,threshold_low,2,C_frozen,0.0
