seed,t,scheme,b,estimator,value
14100,400,majority,1,C_frozen,0.0
14100,400,majority,1,C_activity,1.0
14100,400,majority,1,H_2x2,0.6392138700894421
14100,400,majority,2,C_frozen,0.0
14100,400,majority,2,C_activity,1.0
14100,400,majority,2,H_2x2,0.6502180775158677
14100,400,majority,4,C_frozen,0.0
14100,400,majority,4,C_activity,1.0
14100,400,majority,4,H_2x2,0.6290041090674998
14100,400,majority,8,C_frozen,0.0
14100,400,majority,8,C_activity,1.0
14100,400,majority,8,H_2x2,0.6885964309095666
14100,400,threshold_low,1,C_frozen,0.0
14100,400,threshold_low,1,C_activity,1.0
14100,400,threshold_low,1,H_2x2,0.6392138700894421
14100,400,threshold_low,2,C_frozen,0.0
14100,400,threshold_low,2,C_activity,1.0
14100,400,threshold_low,2,H_2x2,0.6502180775158677
14100,400,threshold_low,4,C_frozen,0.0
14100,400,threshold_low,4,C_activity,1.0
14100,400,threshold_low,4,H_2x2,0.6479348674036206
14100,400,threshold_low,8,C_frozen,0.0
14100,400,threshold_low,8,C_activity,1.0
14100,400,threshold_low,8,H_2x2,0.6940316665243094
14100,400,threshold_high,1,C_frozen,0.0
14100,400,threshold_high,1,C_activity,1.0
14100,400,threshold_high,1,H_2x2,0.6392138700894421
14100,400,threshold_high,2,C_frozen,0.0
14100,400,threshold_high,2,C_activity,1.0
14100,400,threshold_high,2,H_2x2,0.634262421741136
14100,400,threshold_high,4,C_frozen,0.0
14100,400,threshold_high,4,C_activity,1.0
14100,400,threshold_high,4,H_2x2,0.6469245414561852
14100,400,threshold_high,8,C_frozen,0.0
14100,400,threshold_high,8,C_activity,1.0
14100,400,threshold_high,8,H_2x2,0.6622979578342638
14100,400,average,1,C_frozen,0.0
14100,400,average,1,C_activity,1.0
14100,400,average,1,H_2x2,0.6392138700894421
14100,400,average,2,C_frozen,0.0
14100,400,average,2,C_activity,1.0
14100,400,average,2,H_2x2,0.6502180775158677
14100,400,average,4,C_frozen,0.0
14100,400,average,4,C_activity,1.0
14100,400,average,4,H_2x2,0.6290041090674998
14100,400,average,8,C_frozen,0.0
14100,400,average,8,C_activity,1.0
14100,400,average,8,H_2x2,0.6885964309095666
14100,420,majority,1,C_frozen,0.0
14100,420,majority,1,C_activity,1.0
14100,420,majority,1,H_2x2,0.6554834028045882
14100,420,majority,2,C_frozen,0.0
14100,420,majority,2,C_activity,1.0
14100,420,majority,2,H_2x2,0.6778951384149094
14100,420,majority,4,C_frozen,0.0
14100,420,majority,4,C_activity,1.0
14100,420,majority,4,H_2x2,0.6685167136005565
14100,420,majority,8,C_frozen,0.0
14100,420,majority,8,C_activity,1.0
14100,420,majority,8,H_2x2,0.6661173466475298
14100,420,threshold_low,1,C_frozen,0.0
14100,420,threshold_low,1,C_activity,1.0
14100,420,threshold_low,1,H_2x2,0.6554834028045882
14100,420,threshold_low,2,C_frozen,0.0
14100,420,threshold_low,2,C_activity,1.0
14100,420,threshold_low,2,H_2x2,0.6778951384149094
14100,420,threshold_low,4,C_frozen,0.0
14100,420,threshold_low,4,C_activity,1.0
14100,420,threshold_low,4,H_2x2,0.6812115724336141
14100,420,threshold_low,8,C_frozen,0.0
14100,420,threshold_low,8,C_activity,1.0
14100,420,threshold_low,8,H_2x2,0.6567501436581866
14100,420,threshold_high,1,C_frozen,0.0
14100,420,threshold_high,1,C_activity,1.0
14100,420,threshold_high,1,H_2x2,0.6554834028045882
14100,420,threshold_high,2,C_frozen,0.0
14100,420,threshold_high,2,C_activity,1.0
14100,420,threshold_high,2,H_2x2,0.6271253578600658
14100,420,threshold_high,4,C_frozen,0.0
14100,420,threshold_high,4,C_activity,1.0
14100,420,threshold_high,4,H_2x2,0.6315685736685003
14100,420,threshold_high,8,C_frozen,0.0
14100,420,threshold_high,8,C_activity,1.0
14100,420,threshold_high,8,H_2x2,0.6444548827786909
14100,420,average,1,C_frozen,0.0
14100,420,average,1,C_activity,1.0
14100,420,average,1,H_2x2,0.6554834028045882
14100,420,average,2,C_frozen,0.0
14100,420,average,2,C_activity,1.0
14100,420,average,2,H_2x2,0.6778951384149094
14100,420,average,4,C_frozen,0.0
14100,420,average,4,C_activity,1.0
14100,420,average,4,H_2x2,0.6685167136005565
14100,420,average,8,C_frozen,0.0
14100,420,average,8,C_activity,1.0
14100,420,average,8,H_2x2,0.6661173466475298
14100,440,majority,1,C_frozen,0.0
14100,440,majority,1,C_activity,1.0
14100,440,majority,1,H_2x2,0.6625266946730404
14100,440,majority,2,C_frozen,0.0
14100,440,majority,2,C_activity,1.0
14100,440,majority,2,H_2x2,0.668188672069179
14100,440,majority,4,C_frozen,0.0
14100,440,majority,4,C_activity,1.0
14100,440,majority,4,H_2x2,0.6634679282616804
14100,440,majority,8,C_frozen,0.0
14100,440,majority,8,C_activity,1.0
14100,440,majority,8,H_2x2,0.6198908537212425
14100,440,threshold_low,1,C_frozen,0.0
14100,440,threshold_low,1,C_activity,1.0
14100,440,threshold_low,1,H_2x2,0.6625266946730404
14100,440,threshold_low,2,C_frozen,0.0
14100,440,threshold_low,2,C_activity,1.0
14100,440,threshold_low,2,H_2x2,0.668188672069179
14100,440,threshold_low,4,C_frozen,0.0
14100,440,threshold_low,4,C_activity,1.0
14100,440,threshold_low,4,H_2x2,0.6839612908010655
14100,440,threshold_low,8,C_frozen,0.0
14100,440,threshold_low,8,C_activity,1.0
14100,440,threshold_low,8,H_2x2,0.654100688979542
14100,440,threshold_high,1,C_frozen,0.0
14100,440,threshold_high,1,C_activity,1.0
14100,440,threshold_high,1,H_2x2,0.6625266946730404
14100,440,threshold_high,2,C_frozen,0.0
14100,440,threshold_high,2,C_activity,1.0
14100,440,threshold_high,2,H_2x2,0.636225193818653
14100,440,threshold_high,4,C_frozen,0.0
14100,440,threshold_high,4,C_activity,1.0
14100,440,threshold_high,4,H_2x2,0.6370959762935091
14100,440,threshold_high,8,C_frozen,0.0
14100,440,threshold_high,8,C_activity,1.0
14100,440,threshold_high,8,H_2x2,0.6095684981862548
14100,440,average,1,C_frozen,0.0
14100,440,average,1,C_activity,1.0
14100,440,average,1,H_2x2,0.6625266946730404
14100,440,average,2,C_frozen,0.0
14100,440,average,2,C_activity,1.0
14100,440,average,2,H_2x2,0.668188672069179
14100,440,average,4,C_frozen,0.0
14100,440,average,4,C_activity,1.0
14100,440,average,4,H_2x2,0.6634679282616804
14100,440,average,8,C_frozen,0.0
14100,440,average,8,C_activity,1.0
14100,440,average,8,H_2x2,0.6198908537212425
14100,460,majority,1,C_frozen,0.0
14100,460,majority,1,C_activity,1.0
14100,460,majority,1,H_2x2,0.6672764402339322
14100,460,majority,2,C_frozen,0.0
14100,460,majority,2,C_activity,1.0
14100,460,majority,2,H_2x2,0.6731680467757578
14100,460,majority,4,C_frozen,0.0
14100,460,majority,4,C_activity,1.0
14100,460,majority,4,H_2x2,0.6858414993291327
14100,460,majority,8,C_frozen,0.0
14100,460,majority,8,C_activity,1.0
14100,460,majority,8,H_2x2,0.698989648336083
14100,460,threshold_low,1,C_frozen,0.0
14100,460,threshold_low,1,C_activity,1.0
14100,460,threshold_low,1,H_2x2,0.6672764402339322
14100,460,threshold_low,2,C_frozen,0.0
14100,460,threshold_low,2,C_activity,1.0
14100,460,threshold_low,2,H_2x2,0.6731680467757578
14100,460,threshold_low,4,C_frozen,0.0
14100,460,threshold_low,4,C_activity,1.0
14100,460,threshold_low,4,H_2x2,0.695911088287235
14100,460,threshold_low,8,C_frozen,0.0
14100,460,threshold_low,8,C_activity,1.0
14100,460,threshold_low,8,H_2x2,0.7580875144044034
14100,460,threshold_high,1,C_frozen,0.0
14100,460,threshold_high,1,C_activity,1.0
14100,460,threshold_high,1,H_2x2,0.6672764402339322
14100,460,threshold_high,2,C_frozen,0.0
14100,460,threshold_high,2,C_activity,1.0
14100,460,threshold_high,2,H_2x2,0.6500409906657765
14100,460,threshold_high,4,C_frozen,0.0
14100,460,threshold_high,4,C_activity,1.0
14100,460,threshold_high,4,H_2x2,0.6467898545634843
14100,460,threshold_high,8,C_frozen,0.0
14100,460,threshold_high,8,C_activity,1.0
14100,460,threshold_high,8,H_2x2,0.7122415036189094
14100,460,average,1,C_frozen,0.0
14100,460,average,1,C_activity,1.0
14100,460,average,1,H_2x2,0.6672764402339322
14100,460,average,2,C_frozen,0.0
14100,460,average,2,C_activity,1.0
14100,460,average,2,H_2x2,0.6731680467757578
14100,460,average,4,C_frozen,0.0
14100,460,average,4,C_activity,1.0
14100,460,average,4,H_2x2,0.6858414993291327
14100,460,average,8,C_frozen,0.0
14100,460,average,8,C_activity,1.0
14100,460,average,8,H_2x2,0.698989648336083
14100,480,majority,1,C_frozen,0.0
14100,480,majority,1,C_activity,1.0
14100,480,majority,1,H_2x2,0.6608845016981796
14100,480,majority,2,C_frozen,0.0
14100,480,majority,2,C_activity,1.0
14100,480,majority,2,H_2x2,0.7143592238219709
14100,480,majority,4,C_frozen,0.0
14100,480,majority,4,C_activity,1.0
14100,480,majority,4,H_2x2,0.6953994014437346
14100,480,majority,8,C_frozen,0.0
14100,480,majority,8,C_activity,1.0
14100,480,majority,8,H_2x2,0.5606835705514451
14100,480,threshold_low,1,C_frozen,0.0
14100,480,threshold_low,1,C_activity,1.0
14100,480,threshold_low,1,H_2x2,0.6608845016981796
14100,480,threshold_low,2,C_frozen,0.0
14100,480,threshold_low,2,C_activity,1.0
14100,480,threshold_low,2,H_2x2,0.7143592238219709
14100,480,threshold_low,4,C_frozen,0.0
14100,480,threshold_low,4,C_activity,1.0
14100,480,threshold_low,4,H_2x2,0.7182628648493955
14100,480,threshold_low,8,C_frozen,0.0
14100,480,threshold_low,8,C_activity,1.0
14100,480,threshold_low,8,H_2x2,0.6716295744159148
14100,480,threshold_high,1,C_frozen,0.0
14100,480,threshold_high,1,C_activity,1.0
14100,480,threshold_high,1,H_2x2,0.6608845016981796
14100,480,threshold_high,2,C_frozen,0.0
14100,480,threshold_high,2,C_activity,1.0
14100,480,threshold_high,2,H_2x2,0.67469398225553
14100,480,threshold_high,4,C_frozen,0.0
14100,480,threshold_high,4,C_activity,1.0
14100,480,threshold_high,4,H_2x2,0.6466963636750371
