N,trial,x0,R0,gamma0,collapse_time,collapsed
27.105263157894736,5,0.13196415113425058,0.8070782353849199,1.7146130740303056,,False
27.105263157894736,6,0.043750238387209275,0.7295940061458182,1.0362545260121898,,False
27.105263157894736,7,0.0958669967172189,0.5155696394087594,0.29080778955463593,,False
27.105263157894736,8,0.06449208732500118,0.6175875320684572,0.6870031062950843,,False
27.105263157894736,9,0.11775800752586053,0.7990460145800447,1.2651653909653526,,False
27.105263157894736,10,0.08540529750859155,0.5696956896833291,0.5834053790037442,,False
27.105263157894736,11,0.07072654581075806,0.46983290885254997,0.20474042811802123,,False
27.105263157894736,12,0.09586122801442726,0.574076077512316,0.5937632341974683,,False
27.105263157894736,13,0.11052350406910735,0.8361011996107042,1.587469988205545,,False
27.105263157894736,14,0.12438928904336506,0.6239177835032237,0.8638924120464639,,False
27.105263157894736,15,0.10786310137594872,0.6872800073489396,1.0251272778756224,,False
27.105263157894736,16,0.07770517351204069,0.732006584533717,1.2605151121747136,,False
27.105263157894736,17,0.16182446187579322,0.9565814585123554,1.874004773836382,,False
27.105263157894736,18,0.10324401835849106,0.8899287259201101,1.464018812964024,,False
27.105263157894736,19,0.15398117797521096,0.7217779055845829,0.8295133373444157,,False
27.105263157894736,20,0.03152946353167099,0.9130962660717047,1.271933789443078,,False
27.105263157894736,21,0.06489782978138495,0.6337715222758502,0.6238682866733507,,False
27.105263157894736,22,0.07022293916831827,0.858480911698797,1.0978351260864054,,False
27.105263157894736,23,0.15234774792330982,0.921101412966007,1.6179278024057095,,False
27.105263157894736,24,0.044578063849701574,0.7804622243697945,0.9868069995110895,,False
27.105263157894736,25,0.0783870977725204,0.9771360494955348,2.505275694600704,,False
27.105263157894736,26,0.1435367826167337,0.6210288304564213,0.8096190982059457,,False
27.105263157894736,27,0.13286501847744203,0.6633129323400073,0.9452373500924142,,False
27.105263157894736,28,0.021716423196108198,0.5649817122312327,0.5465175136450199,,False
27.105263157894736,29,0.04620020868132734,0.5412487773320934,0.5484575051253942,,False
30.526315789473685,0,0.17826128042937686,0.7557831854156466,1.2148306373312443,,False
30.526315789473685,1,0.1784514662922036,0.5278777387128261,0.23069835167157327,,False
30.526315789473685,2,0.08281163453470719,0.49402710600540173,0.14130142327910403,,False
30.526315789473685,3,0.08940464437161488,0.7081298138047207,0.6759715111069617,,False
30.526315789473685,4,0.0489482643569389,0.9489069921859182,1.2222759125777656,,False
30.526315789473685,5,0.057256365590992994,0.6106326316729905,0.5163144289495086,,False
30.526315789473685,6,0.11383122768236735,0.7213094867178667,0.6765098393278615,,False
30.526315789473685,7,0.05898679264891417,0.9139736116193976,1.676170773635365,,False
30.526315789473685,8,0.12386384802148391,0.8186117904432453,1.416105187065443,,False
30.526315789473685,9,0.029297357075431574,0.6516346117129368,0.6740316552839523,,False
30.526315789473685,10,0.07415303732757217,0.9144633803079526,1.5364196955572573,,False
30.526315789473685,11,0.14298041431350067,0.918608534284643,1.5708419158723315,,False
30.526315789473685,12,0.16552835901941598,0.7729181672953394,1.2917688859773966,,False
30.526315789473685,13,0.07449452729464388,0.7243493271923169,0.9226848393174167,,False
30.526315789473685,14,0.03679675454337129,0.6692038786858473,0.8948256131606416,,False
30.526315789473685,15,0.1209331584583588,0.5476286203403321,0.2761749846527643,,False
30.526315789473685,16,0.05065648154603197,0.46365272248921485,0.052012761150797615,,False
30.526315789473685,17,0.09171317252109944,0.6191442898314323,0.5800072864003709,,False
30.526315789473685,18,0.0211703130068825,0.6029121586304476,0.5519460135451744,,False
30.526315789473685,19,0.12140316369108207,0.9899932711483945,1.937219338444398,,False
30.526315789473685,20,0.09640093978043725,0.8687879097512041,1.7284861259589053,,False
30.526315789473685,21,0.13531135147493625,0.9797661729521587,2.0687037696613686,,False
30.526315789473685,22,0.15868823012190822,0.5127572391510005,0.21203408053947398,,False
30.526315789473685,23,0.09041419192437898,0.7542070913262013,1.0987869008167057,,False
30.526315789473685,24,0.1751704186728911,0.9915179447873935,1.588306261024088,,False
30.526315789473685,25,0.13740055959006658,0.8624909458643977,1.2514102979345947,,False
30.526315789473685,26,0.03981916397827537,0.4725208281571458,0.05784160228881931,,False
30.526315789473685,27,0.09835195869070495,0.9920470932222094,1.778698989872332,,False
30.526315789473685,28,0.17646671665181443,0.6763668012067329,0.8711277102394952,,False
30.526315789473685,29,0.033571083569893134,0.7555039405757702,1.1916628380640246,,False
