t,x,R,gamma,mu
15.0,8.476442499405964e-11,0.9999999989015458,2.1697506141452743,-1.7037007379629379
15.100000000000001,7.148318497982317e-11,0.9999999990499474,2.170497474039717,-1.7045969697027075
15.200000000000001,6.027756916413529e-11,0.9999999991783702,2.1712258939113656,-1.7054710734331056
15.3,5.0824144356549715e-11,0.9999999992894928,2.1719363290441667,-1.7063235954924565
15.4,4.284970709846188e-11,0.9999999993856364,2.1726292234813123,-1.707155068730502
15.5,3.6123512950957424e-11,0.9999999994688124,2.1733050103027423,-1.7079660128413594
15.600000000000001,3.045070260442012e-11,0.999999999540763,2.1739641118958004,-1.7087569346882738
15.700000000000001,2.5666741424563984e-11,0.9999999996029978,2.17460694021921,-1.7095283286203538
15.8,2.163271698173763e-11,0.9999999996568238,2.1752338970605347,-1.7102806767814998
15.9,1.8231362817657375e-11,0.9999999997033734,2.1758453742872903,-1.7110144494117123
16.0,1.5363696819967582e-11,0.9999999997436267,2.1764417540918517,-1.711730105140958
16.1,1.2946179639847685e-11,0.9999999997784327,2.177023409230321,-1.7124280912757956
16.2,1.090831306059751e-11,0.999999999808526,2.1775907032554973,-1.7131088440789233
16.3,9.19061049653791e-12,0.9999999998345428,2.1781439907440974,-1.7137727890418282
16.400000000000002,7.742882204062627e-12,0.9999999998570336,2.1786836175183657,-1.7144203411507082
16.5,6.5227866029048935e-12,0.9999999998764748,2.1792099208622155,-1.715051905145831
16.6,5.494606575883332e-12,0.9999999998932787,2.1797232297320344,-1.71566787577449
16.7,4.628215943716178e-12,0.9999999999078021,2.180223864962286,-1.7162686380377212
16.8,3.898206671367601e-12,0.9999999999203536,2.1807121394660363,-1.7168545674309255
16.900000000000002,3.2831519010996834e-12,0.9999999999312001,2.181188358430527,-1.7174260301785522
17.0,2.764983749996929e-12,0.9999999999405729,2.1816528195079257,-1.717983383462995
17.1,2.3284680623472096e-12,0.9999999999486714,2.1821058130013626,-1.7185269756478307
17.2,1.9607610599713763e-12,0.9999999999556686,2.1825476220463766,-1.7190571464955502
17.3,1.65103516280208e-12,0.9999999999617138,2.182978522787881,-1.7195742273799142
17.400000000000002,1.3901632225260634e-12,0.9999999999669363,2.1833987845527605,-1.7200785414930695
17.5,1.1704520788739884e-12,0.9999999999714478,2.183808670018208,-1.7205704040475465
17.6,9.854177577512126e-13,0.9999999999753449,2.184208435375903,-1.7210501224732728
17.7,8.295958223332092e-13,0.999999999978711,2.1845983304921384,-1.721517996609726
17.8,6.983813959550593e-13,0.9999999999816184,2.184978599063995,-1.721974318893337
17.900000000000002,5.878942274471379e-13,0.9999999999841294,2.1853494787716574,-1.7224193745402723
18.0,4.948648895137013e-13,0.999999999986298,2.1857112014269715,-1.7228534417246977
18.1,4.1653880914522e-13,0.9999999999881707,2.1860639931183328,-1.7232767917526455
18.2,3.505953431092876e-13,0.9999999999897878,2.1864080743519994,-1.7236896892315903
18.3,2.950795458469422e-13,0.9999999999911843,2.1867436601899137,-1.7240923922358307
18.400000000000002,2.4834464394057207e-13,0.9999999999923901,2.187070960384123,-1.7244851524677967
18.5,2.0900354114886056e-13,0.9999999999934313,2.187390179507882,-1.7248682154153703
18.6,1.7588793964957472e-13,0.9999999999943301,2.1877015170835143,-1.72524182050532
18.7,1.480138840581199e-13,0.9999999999951061,2.1880051677071233,-1.7256062012529525
18.8,1.2455272131256562e-13,0.9999999999957762,2.1883013211702185,-1.7259615854080637
18.900000000000002,1.0480662697321636e-13,0.9999999999963546,2.1885901625783424,-1.7263081950972916
19.0,8.818798139051499e-14,0.9999999999968538,2.188871872466766,-1.726646246962951
19.1,7.420199136467453e-14,0.9999999999972848,2.189146626913331,-1.7269759522984405
19.200000000000003,6.243204757877273e-14,0.9999999999976569,2.1894145976485015,-1.7272975171803104
19.3,5.252738795929715e-14,0.999999999997978,2.1896759521627027,-1.727611142597063
19.400000000000002,4.4192704506903254e-14,0.9999999999982551,2.189930853811007,-1.7279170245747788
19.5,3.7179387990731057e-14,0.9999999999984943,2.190179461915237,-1.728215354299639
19.6,3.127815285520762e-14,0.9999999999987008,2.1904219318635447,-1.728506318237423
19.700000000000003,2.6312825136665677e-14,0.999999999998879,2.190658415207537,-1.7287900982500528
19.8,2.2135110300323923e-14,0.9999999999990328,2.1908890597569974,-1.7290668717092674
19.900000000000002,1.862018667580118e-14,0.9999999999991654,2.1911140096722748,-1.7293368116074808
20.0,1.5662994426864333e-14,0.9999999999992799,2.191333405554385,-1.72960008666591
20.1,1.3175110443833915e-14,0.9999999999993787,2.1915473845328934,-1.7298568614400311
20.200000000000003,1.1082116790310594e-14,0.999999999999464,2.1917560803516247,-1.7301072964224318
20.3,9.321384872075902e-15,0.9999999999995376,2.191959623452257,-1.7303515481431249
20.400000000000002,7.840209749156589e-15,0.9999999999996011,2.1921581410558524,-1.7305897692673815
20.5,6.594239339888363e-15,0.9999999999996558,2.1923517572423727,-1.7308221086911568
20.6,5.546151970217355e-15,0.9999999999997031,2.192540593028236,-1.7310487116341504
20.700000000000003,4.66454305707923e-15,0.9999999999997439,2.1927247664419536,-1.7312697197305749
20.8,3.922987896295299e-15,0.9999999999997791,2.192904392597903,-1.7314852711176825
20.900000000000002,3.2992527341948815e-15,0.9999999999998094,2.1930795837682777,-1.7316955005221049
21.0,2.7746306909089505e-15,0.9999999999998356,2.193250449453261,-1.7319005393440614
21.1,2.3333828008332327e-15,0.9999999999998582,2.1934170964494673,-1.732100515739488
21.200000000000003,1.962267550779119e-15,0.9999999999998778,2.1935796289166922,-1.7322955547001404
21.3,1.6501449204254332e-15,0.9999999999998945,2.1937381484430185,-1.7324857781317171
21.400000000000002,1.387643140084816e-15,0.9999999999999091,2.1938927541083086,-1.7326713049300522
21.5,1.166878242611695e-15,0.9999999999999216,2.1940435425461358,-1.7328522510554334
21.6,9.81218054384863e-16,0.9999999999999324,2.194190608004181,-1.7330287296050781
21.700000000000003,8.250835909535194e-16,0.9999999999999417,2.194334042403143,-1.733200850883824
21.8,6.937819351266882e-16,0.9999999999999497,2.1944739353941882,-1.7333687224730712
21.900000000000002,5.833656118667847e-16,0.9999999999999566,2.1946103744149905,-1.7335324492980275
22.0,4.905142630046485e-16,0.9999999999999626,2.194743444744378,-1.7336921336932873
22.1,4.1243508885418984e-16,0.9999999999999677,2.194873229555638,-1.7338478754667945
22.200000000000003,3.467790829256891e-16,0.9999999999999721,2.1949998099685013,-1.7339997719622264
22.3,2.9157055667779673e-16,0.999999999999976,2.1951232650998462,-1.7341479181198367
22.400000000000002,2.451478475603865e-16,0.9999999999999793,2.1952436721131483,-1.7342924065357963
22.5,2.0611343723585642e-16,0.9999999999999822,2.1953611062667093,-1.7344333275200672
22.6,1.7329198772463035e-16,0.9999999999999847,2.195475640960698,-1.7345707691528514
22.700000000000003,1.4569503963966514e-16,0.9999999999999868,2.1955873477830257,-1.7347048173396427
22.8,1.224913156774406e-16,0.9999999999999886,2.1956962965540923,-1.734835555864921
22.900000000000002,1.0298174003370234e-16,0.9999999999999901,2.1958025553704257,-1.7349630664445197
23.0,8.657842539199414e-17,0.9999999999999915,2.195906190647245,-1.7350874287767017
23.1,7.278699778612892e-17,0.9999999999999927,2.1960072671599713,-1.7352087205919722
23.200000000000003,6.119172949608721e-17,0.9999999999999937,2.1961058480847147,-1.7353270177016633
23.3,5.144303417427788e-17,0.9999999999999946,2.196201995037762,-1.735442394045319
23.400000000000002,4.3246949119552073e-17,0.9999999999999953,2.196295768114088,-1.7355549217369095
23.5,3.6356289127929014e-17,0.999999999999996,2.196387225924918,-1.7356646711099053
23.6,3.0563206426444876e-17,0.9999999999999966,2.1964764256343603,-1.7357717107612354
23.700000000000003,2.5692933333960767e-17,0.999999999999997,2.196563422995137,-1.735876107594167
23.8,2.159851974789034e-17,0.9999999999999974,2.1966482723834297,-1.735977926860118
23.900000000000002,1.8156407387349503e-17,0.9999999999999978,2.196731026832868,-1.7360772321994435
24.0,1.5262707822344596e-17,0.9999999999999981,2.1968117380676766,-1.7361740856812136
24.1,1.2830072435383041e-17,0.9999999999999983,2.196890456535004,-1.736268547842006
24.200000000000003,1.0785060227625596e-17,0.9999999999999986,2.1969672314364543,-1.7363606777237464
24.3,9.065924327733386e-18,0.9999999999999988,2.19704211075884,-1.736450532910609
24.400000000000002,7.620750635060246e-18,0.999999999999999,2.1971151413041747,-1.7365381695650104
24.5,6.405892606118441e-18,0.9999999999999991,2.197186368718927,-1.7366236424627128
24.6,5.3846550909851976e-18,0.9999999999999992,2.1972558375225484,-1.7367070050270583
24.700000000000003,4.526187611006165e-18,0.9999999999999993,2.197323591135303,-1.736788309362364
24.8,3.804553765030822e-18,0.9999999999999994,2.1973896719054036,-1.7368676062864847
24.900000000000002,3.1979487471694914e-18,0.9999999999999996,2.1974541211354826,-1.7369449453625796
25.0,2.6880414134539896e-18,0.9999999999999997,2.197516979108406,-1.7370203749300874
25.1,2.259421081393982e-18,0.9999999999999997,2.1975782851124537,-1.7370939421349447
25.200000000000003,1.899132397637172e-18,0.9999999999999997,2.1976380774658733,-1.7371656929590482
25.3,1.596284259319328e-18,0.9999999999999997,2.1976963935408316,-1.737235672248998
25.400000000000002,1.3417210037800671e-18,0.9999999999999997,2.197753269786774,-1.7373039237441288
25.5,1.1277459560462974e-18,0.9999999999999997,2.197808741753205,-1.737370490103846
25.6,9.478890001474817e-19,0.9999999999999997,2.1978628441119095,-1.7374354129342915
25.700000000000003,7.96711166286909e-19,0.9999999999999997,2.1979156106786224,-1.7374987328143472
25.8,6.696403409918828e-19,0.9999999999999997,2.1979670744341653,-1.7375604893209984
25.900000000000002,5.628331451167273e-19,0.9999999999999997,2.198017267545061,-1.7376207210540733
26.0,4.730588131662325e-19,0.9999999999999997,2.198066221383637,-1.7376794656603647
26.1,3.97601570555749e-19,0.9999999999999997,2.198113966547636,-1.7377367598571631
26.200000000000003,3.341785630724171e-19,0.9999999999999997,2.1981605328793394,-1.7377926394552075
26.3,2.8087086172556296e-19,0.9999999999999997,2.1982059494842203,-1.7378471393810646
26.400000000000002,2.3606546048274546e-19,0.9999999999999997,2.198250244749135,-1.737900293698962
26.5,1.9840651594835741e-19,0.9999999999999997,2.198293446360066,-1.737952135632079
26.6,1.6675435683478374e-19,0.9999999999999997,2.198335581319426,-1.7380026975833116
26.700000000000003,1.4015102549590954e-19,0.9999999999999997,2.1983766759629364,-1.738052011155524
26.8,1.1779131089867018e-19,0.9999999999999997,2.1984167559760865,-1.7381001071713043
26.900000000000002,9.89983981372328e-20,0.9999999999999997,2.198455846410189,-1.738147015692227
27.0,8.320339893904576e-20,0.9999999999999997,2.198493971698038,-1.7381927660376457
27.1,6.992814477106854e-20,0.9999999999999997,2.1985311556691793,-1.7382373868030154
27.200000000000003,5.877072265882893e-20,0.9999999999999997,2.198567421564805,-1.7382809058777664
27.3,4.939331664970095e-20,0.9999999999999997,2.1986027920522804,-1.7383233504627367
27.400000000000002,4.1511987481738627e-20,0.9999999999999997,2.198637289239311,-1.7383647470871735
27.5,3.488808156006052e-20,0.9999999999999997,2.1986709346877618,-1.7384051216253142
27.6,2.932100955960054e-20,0.9999999999999997,2.1987037494271333,-1.7384444993125603
27.700000000000003,2.4642176350515125e-20,0.9999999999999997,2.1987357539677057,-1.738482904761247
27.8,2.0709878728901742e-20,0.9999999999999997,2.1987669683133584,-1.73852036197603
27.900000000000002,1.7405016680297645e-20,0.9999999999999997,2.1987974119740734,-1.7385568943688885
28.0,1.4627488489184963e-20,0.9999999999999997,2.1988271039781297,-1.738592524773756
28.1,1.2293160676435598e-20,0.9999999999999997,2.1988560628839964,-1.7386272754607959
28.200000000000003,1.0331321122164908e-20,0.9999999999999997,2.198884306791932,-1.7386611681503183
28.3,8.682538338372712e-21,0.9999999999999997,2.1989118533552983,-1.7386942240263583
28.400000000000002,7.296862135057253e-21,0.9999999999999997,2.198938719791594,-1.7387264637499131
28.5,6.132311245987498e-21,0.9999999999999997,2.198964922893216,-1.7387579074718598
28.6,5.153602157756882e-21,0.9999999999999997,2.198990479037956,-1.7387885748455478
28.700000000000003,4.331080680213272e-21,0.9999999999999997,2.1990154041992365,-1.738818485039084
28.8,3.639823928216844e-21,0.9999999999999997,2.199039713956094,-1.7388476567473135
28.900000000000002,3.058885539172207e-21,0.9999999999999997,2.1990634235029183,-1.7388761082035022
29.0,2.570661283656619e-21,0.9999999999999997,2.1990865476589474,-1.738903857190737
29.1,2.160355868654898e-21,0.9999999999999997,2.1991091008775316,-1.7389309210530384
29.200000000000003,1.815534794486674e-21,0.9999999999999997,2.199131097255167,-1.7389573167062007
29.3,1.5257477000087456e-21,0.9999999999999997,2.199152550540305,-1.7389830606483663
29.400000000000002,1.2822117938861973e-21,0.9999999999999997,2.199173474141948,-1.7390081689703376
29.5,1.0775457880468907e-21,0.9999999999999997,2.199193881138027,-1.7390326573656327
29.6,9.055462778401523e-22,0.9999999999999997,2.1992137842835797,-1.739056541140296
29.700000000000003,7.609997981263883e-22,0.9999999999999997,2.199233196018719,-1.7390798352224632
29.8,6.395248643792281e-22,0.9999999999999997,2.1992521284764117,-1.7391025541716945
29.900000000000002,5.374392155432487e-22,0.9999999999999997,2.19927059349006,-1.7391247121880722
30.0,4.516482383108674e-22,0.9999999999999997,2.1992886026008986,-1.7391463231210784
30.1,3.795511937383586e-22,0.9999999999999997,2.1993061670652074,-1.7391674004782491
30.200000000000003,3.1896240611149766e-22,0.9999999999999997,2.199323297861349,-1.739187957433619
30.3,2.6804502700213834e-22,0.9999999999999997,2.199340005696628,-1.739208006835954
30.400000000000002,2.252553682347363e-22,0.9999999999999997,2.1993563010139856,-1.7392275612167831
30.5,1.8929611752796205e-22,0.9999999999999997,2.1993721939985256,-1.739246632798231
30.6,1.590770195757357e-22,0.9999999999999997,2.1993876945838804,-1.7392652335006569
30.700000000000003,1.3368183142484134e-22,0.9999999999999997,2.19940281245842,-1.7392833749501044
30.8,1.1234055103535102e-22,0.9999999999999997,2.199417557071309,-1.739301068485571
30.900000000000002,9.440607762698395e-23,0.9999999999999997,2.1994319376384097,-1.739318325166092
31.0,7.933459665369467e-23,0.9999999999999997,2.1994459631480447,-1.7393351557776537
31.1,6.666909507377485e-23,0.9999999999999997,2.199459642366614,-1.7393515708399374
31.200000000000003,5.60255074091109e-23,0.9999999999999997,2.1994729838440747,-1.73936758061289
31.3,4.708107278582241e-23,0.9999999999999997,2.1994859959192845,-1.7393831951031415
31.400000000000002,3.956455013233207e-23,0.9999999999999997,2.1994986867252133,-1.739398424070256
31.5,3.3247995008167907e-23,0.9999999999999997,2.1995110641940285,-1.7394132770328345
31.6,2.793984885217899e-23,0.9999999999999997,2.1995231360620506,-1.7394277632744608
31.700000000000003,2.3479131205172483e-23,0.9999999999999997,2.1995349098745907,-1.739441891849509
31.8,1.9730558883534263e-23,0.9999999999999997,2.1995463929906642,-1.7394556715887972
