n,near0_ratio,near1_ratio,saturation_ratio,saturated,eps,ratio_threshold,scheme,estimator,b
318,0.0,0.5157232704402516,0.5157232704402516,False,0.1,0.9,average,C_activity,1
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,average,C_activity,2
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,average,C_activity,4
318,0.4811320754716981,0.27358490566037735,0.7547169811320755,False,0.1,0.9,average,C_activity,8
318,0.5157232704402516,0.0,0.5157232704402516,False,0.1,0.9,average,C_frozen,1
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,average,C_frozen,2
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,average,C_frozen,4
318,0.27358490566037735,0.4811320754716981,0.7547169811320755,False,0.1,0.9,average,C_frozen,8
318,0.0,0.0,0.0,False,0.1,0.9,average,H_2x2,1
318,0.02830188679245283,0.0,0.02830188679245283,False,0.1,0.9,average,H_2x2,2
318,0.46540880503144655,0.0,0.46540880503144655,False,0.1,0.9,average,H_2x2,4
318,0.6509433962264151,0.0,0.6509433962264151,False,0.1,0.9,average,H_2x2,8
318,0.0,0.5157232704402516,0.5157232704402516,False,0.1,0.9,majority,C_activity,1
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,majority,C_activity,2
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,majority,C_activity,4
318,0.4811320754716981,0.27358490566037735,0.7547169811320755,False,0.1,0.9,majority,C_activity,8
318,0.5157232704402516,0.0,0.5157232704402516,False,0.1,0.9,majority,C_frozen,1
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,majority,C_frozen,2
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,majority,C_frozen,4
318,0.27358490566037735,0.4811320754716981,0.7547169811320755,False,0.1,0.9,majority,C_frozen,8
318,0.0,0.0,0.0,False,0.1,0.9,majority,H_2x2,1
318,0.02830188679245283,0.0,0.02830188679245283,False,0.1,0.9,majority,H_2x2,2
318,0.46540880503144655,0.0,0.46540880503144655,False,0.1,0.9,majority,H_2x2,4
318,0.6509433962264151,0.0,0.6509433962264151,False,0.1,0.9,majority,H_2x2,8
318,0.0,0.5157232704402516,0.5157232704402516,False,0.1,0.9,threshold_high,C_activity,1
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,threshold_high,C_activity,2
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,threshold_high,C_activity,4
318,0.24213836477987422,0.27358490566037735,0.5157232704402516,False,0.1,0.9,threshold_high,C_activity,8
318,0.5157232704402516,0.0,0.5157232704402516,False,0.1,0.9,threshold_high,C_frozen,1
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,threshold_high,C_frozen,2
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,threshold_high,C_frozen,4
318,0.27358490566037735,0.24213836477987422,0.5157232704402516,False,0.1,0.9,threshold_high,C_frozen,8
318,0.0,0.0,0.0,False,0.1,0.9,threshold_high,H_2x2,1
318,0.0220125786163522,0.0,0.0220125786163522,False,0.1,0.9,threshold_high,H_2x2,2
318,0.39937106918238996,0.0,0.39937106918238996,False,0.1,0.9,threshold_high,H_2x2,4
318,0.6446540880503144,0.0,0.6446540880503144,False,0.1,0.9,threshold_high,H_2x2,8
318,0.0,0.5157232704402516,0.5157232704402516,False,0.1,0.9,threshold_low,C_activity,1
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,threshold_low,C_activity,2
318,0.0,0.27358490566037735,0.27358490566037735,False,0.1,0.9,threshold_low,C_activity,4
318,0.2389937106918239,0.27358490566037735,0.5125786163522013,False,0.1,0.9,threshold_low,C_activity,8
318,0.5157232704402516,0.0,0.5157232704402516,False,0.1,0.9,threshold_low,C_frozen,1
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,threshold_low,C_frozen,2
318,0.27358490566037735,0.0,0.27358490566037735,False,0.1,0.9,threshold_low,C_frozen,4
318,0.27358490566037735,0.2389937106918239,0.5125786163522013,False,0.1,0.9,threshold_low,C_frozen,8
318,0.0,0.0,0.0,False,0.1,0.9,threshold_low,H_2x2,1
318,0.02830188679245283,0.0,0.02830188679245283,False,0.1,0.9,threshold_low,H_2x2,2
318,0.3742138364779874,0.0,0.3742138364779874,False,0.1,0.9,threshold_low,H_2x2,4
318,0.6257861635220126,0.0,0.6257861635220126,False,0.1,0.9,threshold_low,H_2x2,8
