scheme,estimator,b_from,b_to,n_train,n_test,isotonic_rmse_test,isotonic_mae_test,isotonic_spearman_test,poly_degree_selected,poly_rmse_test,poly_mae_test,poly_spearman_test,monotonicity_violations_poly,saturated_from,saturated_to
average,C_activity,1,2,212,106,1.1516067216499337e-06,1.1516067216499337e-06,,2,1.1516067216499337e-06,1.1516067216499337e-06,,0,True,True
average,C_activity,2,4,212,106,0.0,0.0,,3,4.440892098500626e-16,4.440892098500626e-16,,0,True,True
average,C_activity,4,8,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
average,C_frozen,1,2,212,106,1.1516067216981132e-06,1.1516067216981132e-06,,2,1.1516067216981132e-06,1.1516067216981132e-06,,0,True,True
average,C_frozen,2,4,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
average,C_frozen,4,8,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
average,H_2x2,1,2,212,106,0.028484089937338457,0.022892592989639332,0.3646025386829632,2,0.0288265163571087,0.02277671962466462,0.3537446154621256,0,False,False
average,H_2x2,2,4,212,106,0.022622621958594942,0.018309507837857016,0.5920843215482853,2,0.022504052470738417,0.0183231022781033,0.5876867269566971,0,False,False
average,H_2x2,4,8,212,106,0.039107775824609975,0.03206337060570578,0.49734956711101425,2,0.039376982933569615,0.03244504978245751,0.5059475527117918,0,False,False
majority,C_activity,1,2,212,106,1.1516067216499337e-06,1.1516067216499337e-06,,2,1.1516067216499337e-06,1.1516067216499337e-06,,0,True,True
majority,C_activity,2,4,212,106,0.0,0.0,,3,4.440892098500626e-16,4.440892098500626e-16,,0,True,True
majority,C_activity,4,8,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
majority,C_frozen,1,2,212,106,1.1516067216981132e-06,1.1516067216981132e-06,,2,1.1516067216981132e-06,1.1516067216981132e-06,,0,True,True
majority,C_frozen,2,4,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
majority,C_frozen,4,8,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
majority,H_2x2,1,2,212,106,0.028484089937338457,0.022892592989639332,0.3646025386829632,2,0.0288265163571087,0.02277671962466462,0.3537446154621256,0,False,False
majority,H_2x2,2,4,212,106,0.022622621958594942,0.018309507837857016,0.5920843215482853,2,0.022504052470738417,0.0183231022781033,0.5876867269566971,0,False,False
majority,H_2x2,4,8,212,106,0.039107775824609975,0.03206337060570578,0.49734956711101425,2,0.039376982933569615,0.03244504978245751,0.5059475527117918,0,False,False
threshold_high,C_activity,1,2,212,106,1.1516067216499337e-06,1.1516067216499337e-06,,2,1.1516067216499337e-06,1.1516067216499337e-06,,0,True,True
threshold_high,C_activity,2,4,212,106,0.0,0.0,,3,8.881784197001252e-16,8.881784197001252e-16,,0,True,True
threshold_high,C_activity,4,8,212,106,0.00011055424528305657,0.00011055424528305657,,2,0.00011055424528305657,0.00011055424528305657,,0,True,True
threshold_high,C_frozen,1,2,212,106,1.1516067216981132e-06,1.1516067216981132e-06,,2,1.1516067216981132e-06,1.1516067216981132e-06,,0,True,True
threshold_high,C_frozen,2,4,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
threshold_high,C_frozen,4,8,212,106,0.00011055424528301888,0.00011055424528301886,,2,0.00011055424528301888,0.00011055424528301886,,0,True,True
threshold_high,H_2x2,1,2,212,106,0.026829088307844494,0.0219060908301845,0.3709311859066845,2,0.027224874769794537,0.02233030271578139,0.3685467415673729,0,False,False
threshold_high,H_2x2,2,4,212,106,0.023362271431618578,0.018630632052267584,0.5586587619555653,2,0.02214001435247129,0.01781529148101743,0.5815502430914175,0,False,False
threshold_high,H_2x2,4,8,212,106,0.04256866605340142,0.03528172917214259,0.5328314016774645,2,0.043057923396388934,0.035084304361483076,0.5400875131324618,0,False,False
threshold_low,C_activity,1,2,212,106,1.1516067216499337e-06,1.1516067216499337e-06,,2,1.1516067216499337e-06,1.1516067216499337e-06,,0,True,True
threshold_low,C_activity,2,4,212,106,0.0,0.0,,3,4.440892098500626e-16,4.440892098500626e-16,,0,True,True
threshold_low,C_activity,4,8,212,106,0.0007588170799666126,0.00014740566037735848,,2,0.0007588170799666126,0.00014740566037735848,,0,True,True
threshold_low,C_frozen,1,2,212,106,1.1516067216981132e-06,1.1516067216981132e-06,,2,1.1516067216981132e-06,1.1516067216981132e-06,,0,True,True
threshold_low,C_frozen,2,4,212,106,0.0,0.0,,2,0.0,0.0,,0,True,True
threshold_low,C_frozen,4,8,212,106,0.0007588170799666126,0.00014740566037735848,,2,0.0007588170799666126,0.00014740566037735848,,0,True,True
threshold_low,H_2x2,1,2,212,106,0.028484089937338457,0.022892592989639332,0.3646025386829632,2,0.0288265163571087,0.02277671962466462,0.3537446154621256,0,False,False
threshold_low,H_2x2,2,4,212,106,0.02387149047528737,0.019556421237267727,0.806564630683787,2,0.02411259342535231,0.019782684245990285,0.8030984709171979,0,False,False
threshold_low,H_2x2,4,8,212,106,0.04811306482052225,0.038804452970544384,0.7497747080032772,2,0.04525169525092417,0.03709034576698437,0.7613944665728534,0,False,False
