step,d_force,d_info,d_constraint,d_force_alt,d_info_alt,d_constraint_alt,acc_test
1,0.0,0.0,0.0,0.0,0.0,0.0,0.014
500,0.7312952647916973,0.08137573292423395,0.18119845703644585,0.36564763239584863,0.19541968364606221,0.09059922851822294,0.5025
1000,1.4180513201281428,0.014226447179590096,0.009992019154030335,0.35080122924409807,0.03302724941134505,0.03353041589075108,0.498
1500,2.5295106023550034,0.00017583969414591838,0.020347277032359917,0.4569770359667018,0.0004111654604690429,0.011678388687285574,0.504
2000,0.02556955092586577,0.0002244866912509691,0.012450176210775793,0.2690723113948481,0.0005249038292540753,0.00451699797021618,0.4995
2500,0.3334905805531889,0.0004285972286759421,0.007485582015771514,0.4301351153291759,0.0010018361250030416,0.03317572099262239,0.501
3000,0.08866754570044577,0.0005464134143913224,0.011550102909721943,0.30160957151092593,0.0012766062405922263,0.0007539498327223948,0.499
3500,0.027651847805827856,0.0006348045911118705,0.008709306655011101,0.59075020509772,0.001482242198297623,0.0010104923325262027,0.501
4000,0.06667747010942549,0.0005855425542746762,0.02929969780580738,0.0981835786486045,0.001366383411551375,0.002800976487215723,0.5005
4500,1.0883736490504816,0.011146102702336846,0.00670082774931019,0.11437724097631874,0.026147646010098224,0.001029224304801457,0.501
5000,0.9241493598092347,0.0005282539257216445,0.010563876238321057,0.0037545148748904245,0.0012458211028949506,0.0016448831493113825,0.5035
5500,0.0014636160340160131,0.000622571998365129,0.00974629805466401,0.013686271058395483,0.0014674139269179598,0.001284122178299818,0.5035
6000,0.19919226306956261,0.0007027364744458531,0.00217537764718298,0.020621811994351424,0.0016552658818995702,2.2663623265861688e-05,0.5075
6500,0.054591318825259805,0.0008267291121245579,0.006791892178711678,0.018204581737518377,0.0019458366683551276,0.004478897502153328,0.5065
7000,0.005317898001521826,0.0008761995480549567,0.01757154882154882,0.236942891147919,0.0020605179031827348,0.00037557781201849605,0.506
7500,0.13384669623337686,0.0009016442996568896,0.016002182845403196,0.07888235843274738,0.0021184711585617855,0.0007120835093979427,0.506
8000,0.047711150138638914,0.0009094210970596039,0.009826645419865748,0.088131865253672,0.002134809229419332,0.00320250518550802,0.499
8500,0.0029952344484627247,0.00081041813237126,0.04684119870366288,0.04769436575006697,0.0019007707263272167,0.005730659025787954,0.504
9000,0.47499661217443645,0.009037897083441049,0.004886932259600518,0.058223220449872326,0.021285115816242595,0.006111651009610197,0.5105
9500,0.2276906198821962,0.00046737612631408965,0.034684944411509155,0.01374867607373742,0.0011054388958600114,0.0026889718916181526,0.514
10000,0.06342843268066645,0.0006524413084495473,0.017241787464391978,0.027832328784279547,0.0015422916428424749,0.0029368928154158702,0.5155
10500,0.059404870262369514,0.0007616647444906866,0.010800283286118983,0.02549358475953345,0.0017992099432047048,0.002742165242165251,0.514
11000,0.08347491640597582,0.0008376456643726105,0.02704154727793695,0.00819955458864563,0.0019771109898174544,0.012034383954154737,0.513
11500,0.039450553129427135,0.0008136339432950335,0.018112975849365526,0.07890965722035614,0.0019188507310485825,0.007434402332361506,0.515
12000,0.02141432254575193,0.0008819339522442293,0.0017102615694165046,0.03765439775306734,0.0020781649224912435,0.00015536113617636849,0.514
12500,2.226476135314442,0.006387910710449418,0.03540458436895885,0.4203265158459545,0.015093818273009152,0.0034771982447369676,0.5105
13000,2.087131873704493,2.5944717774839532e-05,0.04474610356963299,0.014781115157529667,6.149927211929196e-05,0.0033119658119658,0.5165
13500,0.11852270795498043,0.0005383187505999532,0.006135701666427934,0.007771556847728789,0.001275669021369552,0.000869203310335992,0.5155
14000,0.07217208039946854,0.0006370889779347966,0.02090981644054271,0.014552969858050324,0.001508840590828342,0.0014285714285714457,0.518
14500,0.033484139828942716,0.0007118572511189969,0.022857142857142854,0.01696693331468857,0.0016847802486235075,0.005657947686116688,0.52
15000,0.0190535974688828,0.0007839217892482431,0.004548440065681447,0.4660728798713535,0.0018539511335280423,0.0023326572008113833,0.522
15500,0.027265334560070187,0.00085152221315421,0.012473692731099245,0.0540995720424689,0.0020121780093740327,0.004121824966895393,0.5215
16000,0.0662569377454929,0.0008892046438160328,0.020315111005013126,0.0171436429023743,0.002099394939498289,0.009411987501183605,0.518
16500,0.08346808317583054,0.0008487102029216542,0.04848412508952016,0.019402843457646646,0.0020020478926205953,0.004466800804828974,0.521
17000,1.395026435609907,0.005805688452049429,0.006159948194916609,0.26629927163012324,0.01372921660924975,0.0078062397372742065,0.513
17500,1.1802650343161076,0.0001407728550086862,0.014610652420268738,0.03405698426067827,0.00033388860448724245,0.009818682208191709,0.523
18000,0.11364291119389236,0.0004669797971592615,0.023744774120225687,0.016781468933913857,0.0011074138205198203,0.0025749888379267005,0.525
18500,0.011165436124429107,0.0004947221919214817,0.021882751479052442,0.005763168609701164,0.001172639201608039,0.0022614607431188094,0.532
19000,0.13540028082206845,0.0005593247653842282,0.0028493666743820423,0.004623270919546507,0.0013250680534593329,0.0068654909399087916,0.53
19500,0.029765119776129723,0.0007174835500176613,0.01719197707736389,0.2776755340863019,0.0016986692730092123,0.002195105885452686,0.5365
20000,0.009321862307842821,0.0007074226516055049,0.019498810159778557,0.04348689968464897,0.0016736568899480275,0.0012174743375507335,0.5335
20500,0.045787607436068356,0.0007430250606091926,0.06507000736919677,0.029915838933084138,0.0017566125045331837,0.00948252098734495,0.539
21000,0.12939304410247132,0.0007762390389968177,0.056115285133637144,0.006270317337475739,0.0018337413818509951,0.006117086335192978,0.536
21500,0.09150377259356901,0.0007072874069060653,0.0004801459643731798,0.0025089843082241603,0.0016696151820569938,0.005643242193191206,0.5435
22000,0.007908370811492205,0.0007403326162869206,0.020163646990064288,0.00186236548470331,0.0017463568696114429,0.0018278826202944298,0.539
22500,0.15685312898131087,0.00554015372160821,0.008098976448375234,0.03137263277312741,0.013099983308800134,0.004107849362575106,0.543
23000,0.1086945483693853,0.00025039573125551495,0.01916303357225546,0.01879124458646403,0.0005936410846905105,0.012738758825715346,0.545
23500,0.08171793899964541,0.00038691561385839623,0.005674064497593917,0.02343095203395934,0.000917011741100815,0.00038088889946913396,0.551
24000,0.09051125694531947,0.0005207962366630126,0.011419952596423172,0.012972053873818334,0.0012337562699018534,0.0019991308126901253,0.55
24500,0.06794117961544544,0.000520761555778293,0.0013037809647979126,0.002197856211569149,0.0012330318073723312,0.001772842392363111,0.554
25000,0.025516662804875523,0.0006012371231286506,0.01459377735338585,0.03867181456880642,0.0014227792240428805,0.0030718025733652565,0.5535
25500,0.021542037022300065,0.0005771649416306257,0.02468600778459934,0.0126244974904694,0.001365009841664211,0.005698005698005687,0.556
26000,0.03433588799089193,0.0005787143830903174,0.0095800747358821,0.003148087288718626,0.0013678835277937118,0.002647177851310495,0.556
26500,0.1542467333492823,0.004873177425937958,0.009708119807747384,0.00959900799207386,0.011543301036988751,0.0023048112935753484,0.562
27000,0.09042408433742821,0.00024068324872761337,0.002977047920868142,0.005102427047677327,0.0005714380663932594,0.001448645516442082,0.5705
27500,0.025868240278214216,0.00044182014753979537,0.016114417260549074,0.005032111553009644,0.0010486259907636075,0.0011445175350095205,0.57
28000,0.0006350527983158827,0.000442398075096051,0.01594150090266161,0.0005966935888863656,0.001049533546267245,0.0006043838413780644,0.57
28500,0.04670321848243475,0.000540061433844552,0.01594150090266161,0.0018767725094221421,0.0012805983099575258,0.0018766690747339942,0.5755
29000,0.027861064358148724,0.0006031602525259361,0.004875809336858272,0.027153906307648856,0.0014294014800531052,0.002843131168911772,0.5795
29500,0.0014345668023452163,0.0006482737880814105,0.012619461672232574,0.00878217607969417,0.0015353529600279359,0.0002761707497083432,0.5835
30000,0.02974952629301697,0.000595071537345615,0.007596859964547981,0.009558433282654766,0.0014084743962397006,0.0019796822089085953,0.5755
30500,0.009467927186051384,0.0006225391217771215,0.0026198585276394903,0.011325008160201822,0.0014725906102728281,0.0006846462660958785,0.584
31000,0.21425602593808435,0.004758670808905685,0.004662759446944914,0.04086684072390201,0.011279753090455813,0.0015711020250475105,0.6
31500,0.14058295544236898,0.00013708182774263555,0.0009827365938349653,0.007178036763798412,0.0003256844120569369,0.0007924874764428103,0.598
32000,0.031600346381310374,0.00030226561591850665,0.00781341107871722,0.0005710541270673719,0.0007179768340916937,0.00016872264226022726,0.6055
32500,0.002117994416039437,0.0004562746511761473,0.015494505494505512,0.006944558268878576,0.0010833862357326751,0.0017482517482517723,0.6055
33000,0.04294042271794751,0.0004592870122134274,0.002556691863050242,0.000250059162499372,0.0010900397232425085,0.0027835618263896966,0.606
33500,0.015901759965345263,0.0005246538613160601,0.026581218061489498,0.0394207940320484,0.0012445644022078817,0.0034652336752971913,0.6085
34000,0.03720833599800244,0.000604436394396668,0.00676054018445324,0.018745870143175136,0.001433012340605,0.0019165783196395392,0.611
34500,0.020780913648195565,0.0005443441960726325,0.007959374195209895,0.008269618137273949,0.0012898032446058139,0.0019457709429380743,0.615
35000,0.09988061559852213,0.0035190600456357357,0.0005792685346092952,0.011282906099222612,0.008350696804698021,0.005160525748761052,0.625
35500,0.024108797078952193,0.0001911233398119716,0.018088591368750878,0.015049231227021675,0.0004542889708729625,0.002054145847620925,0.638
36000,0.09747400780906901,0.00032915395498200883,0.00230763109731838,0.00762592232786119,0.0007821761503636893,0.0028005715452133206,0.6405
36500,0.04838288278551772,0.0004052563169307799,0.01971830985915493,0.00949232142884282,0.000962666393167666,0.002495198463508319,0.644
37000,0.021853609126992524,0.00046353186014991277,0.03380281690140846,0.0009654168738052471,0.001100618868003611,0.005857239755815341,0.642
37500,0.01822406187420711,0.0005622740359713108,0.026516641749940978,0.02265551862074064,0.0013343895866988476,0.0006697651127489934,0.649
38000,0.05021531827514991,0.0005448742623301861,0.026476284996238247,0.007790695549920207,0.0012923807900673268,0.002347303838246495,0.6545
38500,0.05786656797863543,0.0005634038451841628,4.035675370273051e-05,0.00013079241616653636,0.0013355905806640145,0.0028169014084507005,0.652
39000,0.7726226112572476,0.0037075626099427605,0.028693651882642557,0.14497873811051248,0.008802884891322638,0.001021833003753192,0.6025
39500,0.6256246020784602,0.0007389413550364932,0.018730463662412072,0.02422453952021897,0.0017583762494512989,0.0019926376440461135,0.6525
40000,0.1485581475426443,0.0001693284593494715,0.004866738414788546,0.001842277613468446,0.0004030467967037765,0.002337343022984384,0.671
40500,0.06007502501597628,0.00030212787962191623,0.007936810775746928,0.00012966373469680548,0.0007189752580929465,0.0045452761314126455,0.675
41000,0.04535567434504628,0.00036671593107218126,0.02658908150482886,0.002631842461414624,0.0008723839824473778,0.0007644688188125914,0.683
41500,0.012228191189933568,0.00042102431970292287,0.017906851136316432,0.15433831802802161,0.0010011843072081916,0.0029218289680778,0.69
42000,0.002171102474676445,0.0005226876821564641,0.008878485814601073,0.02964761810726485,0.0012423506562382336,0.0025999609273248125,0.6965
42500,0.004081964463694021,0.00047193889111873943,0.013206127643226456,0.0008804042940027956,0.001121170635566493,0.0010146122842781546,0.6915
43000,2.9153749454999343,0.000427774023574079,0.02621519986381715,0.5719403883907944,0.0010157924596385648,0.0026410655333358457,0.6135
43500,2.840862497105263,0.0036787135827858197,0.008082032233694275,0.012839023838751018,0.008749691202599053,0.009575288281040512,0.691
44000,0.03556137520354241,0.0001496011123724994,0.0389108784473953,0.008172387036029294,0.00035644921735578095,0.0017882576357018676,0.7025
44500,0.04912019049515948,0.000286919595140378,0.010716646209045416,0.0012174305680674458,0.0006834838606515348,0.0014206255568129933,0.7135
45000,0.008753160072956234,0.0003607029924002081,0.013603231347787736,0.003784455475397408,0.0008589683683903893,0.0015000462977252105,0.72
