step,d_force,d_info,d_constraint,d_force_alt,d_info_alt,d_constraint_alt,acc_test
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0155
500,0.4004427529871464,0.07981948878652678,0.18289277131908815,0.2002213764935732,0.19136033689016774,0.09144638565954406,0.511
1000,0.7402885342016816,0.0030074804818056577,0.005780346820809246,0.31350330356508493,0.006936672116867992,0.028555346279578286,0.509
1500,9.85178314242512,0.011968909418892282,0.020424428808346884,2.3061941338237375,0.027813615065000352,0.01938378034187585,0.446
2000,10.318485201336443,0.0022381027394194897,0.016931088773162184,0.6799805599730462,0.005237998747392059,0.00824405045049309,0.516
2500,0.3876005238853395,0.0006490609044985662,0.008695652173913021,0.3990067739970984,0.0015202527409714506,0.034382022471910106,0.515
3000,0.024875282077118754,0.000860118102789631,0.0011494252873563149,0.3238932798150924,0.0020130785645768867,0.001966646734436278,0.51
3500,0.003109410172328353,0.0009065433322148486,0.04530949822539154,0.1752136909402906,0.002119861951354274,0.008251322274803935,0.5135
4000,0.27986265579238534,0.00101241985701217,0.011164805865689048,2.2015428505837917,0.0023651733271763398,0.001933475339996743,0.5085
4500,0.08645448554307222,0.0009427340845397092,0.025662389601733032,0.12055491320788858,0.0022002243596457305,0.0001872151742825512,0.5075
5000,0.4827582906000316,0.0124148747805648,0.01902399323869594,0.053516849689185686,0.029141642059520745,0.0018784530386740383,0.508
5500,0.29780972795560956,0.0008414215525052171,0.0012527303096492304,0.0010700394865126306,0.0019865325030146153,0.0018577920342154608,0.5155
6000,0.22097320412285626,0.0009538341417401064,0.020604124118848405,0.04588656234554944,0.0022499096356694004,0.006798866855524083,0.5135
6500,0.007328129140660167,0.0008887193610245259,0.020374193754901487,0.008620342984795637,0.0020943860956070814,0.00864074443336657,0.51
7000,0.002478556474670768,0.0009774244641284069,0.012329494022536441,0.009166265418753095,0.002301283291881173,0.0010423677085126537,0.5125
7500,0.14269294799305499,0.001019923498444708,0.022209005681373545,0.1342565131373703,0.0023989475911614377,0.007204232075501221,0.513
