seed,label,baseline_transition_t,fit_transition_t,gate_pass,align_fail_families,order_fail_families,diverges_from_baseline,q_force,q_info,q_constraint,tau_force,tau_info,tau_constraint,p_force,p_info,p_constraint,n_s1,n_s2,n_s3,n_pt_candidates,tau_force_alt,tau_info_alt,tau_constraint_alt,p_force_alt,p_info_alt,p_constraint_alt,n_s1_alt,n_s2_alt,n_s3_alt,n_pt_candidates_alt,notes
seed_140,NO_TRANSITION,1000,,False,,,True,0.99,0.99,0.99,3.353828050137963,0.00877662757493003,0.05864661654135339,0.012048192771084338,0.01355421686746988,0.012048192771084338,8,9,8,0,0.6792215336463414,0.020816499695220703,0.014097168776302182,0.012048192771084338,0.01355421686746988,0.012048192771084338,8,9,8,0,
seed_141,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.0267546181312355,0.00519381152806464,0.05099150141643061,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.4002935964803328,0.012323343776410756,0.012589590310162463,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_142,ESTIMATOR_UNSTABLE,2500,9000,False,alt,,True,0.99,0.99,0.99,1.909567523165606,0.0045077376390063595,0.05748754517925175,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,1,0.41457010841695596,0.010670485085436443,0.011299435028248567,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_143,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.576996798889013,0.00499261867035905,0.059468051451014275,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.5140980156138539,0.011778143750232672,0.012832726697262209,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_144,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,1.9849807757418603,0.00509751217582366,0.0528036228900782,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.4441138182766735,0.01205689453448322,0.012034383954154737,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_145,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.7293810118571855,0.004674500400419057,0.06752928444104914,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.5480601132381708,0.011041614312356618,0.0126644052404922,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_146,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.0139589940663427,0.005285527930971368,0.05252181909242426,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.40200849977700276,0.012469998002762495,0.011014796469168697,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_147,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,4.1351603353978135,0.005583913610686997,0.05142857142857141,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.8349417555436958,0.013199104111312643,0.010706338214469119,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,1,
seed_148,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,1.1418428542092443,0.0048983943848530664,0.05236380266392271,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.40678550698794425,0.011636940353961567,0.011792494947117232,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_149,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,1.0001307111233473,0.004221426615770518,0.0636186678061055,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.25596924134879373,0.009955593480597269,0.012686719869040297,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_150,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.447236157458974,0.004699769161739864,0.06487767173007125,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.48784241409739476,0.011108077422183449,0.014781805773013745,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_151,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.7449363276246004,0.005117931673293108,0.06039353204753556,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.5436083320717444,0.012093259837636872,0.012862258295535889,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_152,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.2050219374068547,0.005194691182332956,0.057377988863413026,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.5100566018169048,0.012226905466211857,0.011690569317687943,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,1,
seed_153,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,1.762992164993193,0.005522920643553086,0.059597257584343644,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.40105700077644224,0.013041725411971683,0.013428104889059655,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_154,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,0.8297990143182687,0.005278014626808658,0.05512159174649964,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.3114729216671549,0.012499630458094213,0.01051559934318555,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_155,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,1.4859066798817366,0.0045301986110243275,0.05816542313370307,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.3351860066875816,0.01076554038298605,0.012957649809406113,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_156,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,4.1886438866495155,0.005740019801488527,0.061797752808988776,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.8386281605344267,0.01362185205316635,0.013225672877846817,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_157,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.5295106023550034,0.00554015372160821,0.05433721246658452,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.5719403883907944,0.013099983308800134,0.012034383954154737,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_158,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.152922028544708,0.005626333414293971,0.057401764743223505,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.42552233339083617,0.013292963864764307,0.01240611240611239,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
seed_159,REGISTERED_TRANSITION,2500,1000,True,,,False,0.99,0.99,0.99,4.007730774494121,0.006027660042048466,0.060764561539455,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,1,0.9357483202184085,0.014223851710784441,0.011605403506530831,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,1,
seed_160,NO_TRANSITION,2500,,False,,,True,0.99,0.99,0.99,2.2652081898995675,0.005400233218051942,0.05055702571139209,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,0.45684549808502195,0.012765721531207141,0.01162120598947794,0.011647254575707155,0.011647254575707155,0.011647254575707155,7,7,7,0,
