scheme,estimator,b_from,b_to,n_train,n_test,isotonic_rmse_test,isotonic_mae_test,isotonic_spearman_test,poly_degree_selected,poly_rmse_test,poly_mae_test,poly_spearman_test,monotonicity_violations_poly,saturated_from,saturated_to
average,C_activity,1,2,704,352,0.00534166499008635,0.004247564574682256,,3,0.005719466560041139,0.004229744671399451,,24,True,True
average,C_activity,2,4,704,352,0.007547363974432027,0.0059154874176327995,,3,0.009518498855866805,0.007754693099834433,,0,True,True
average,C_activity,4,8,704,352,0.026291087335910596,0.02034196590281196,,2,0.027170623716227055,0.02268068890455061,,0,True,False
average,C_frozen,1,2,704,352,0.00534166499008635,0.0042475645746822555,,3,0.005719465894725913,0.004229745917328668,,24,True,True
average,C_frozen,2,4,704,352,0.007547363974432028,0.005915487417632795,,3,0.009518498852539898,0.007754693089645639,,0,True,True
average,C_frozen,4,8,704,352,0.026291087335910596,0.020341965902811957,,2,0.027170623716226784,0.022680688904548385,,0,True,False
average,H_2x2,1,2,704,352,0.07180343449632241,0.06456613975206706,0.6020219407110933,2,0.07031810500991255,0.06283136025713412,0.6059956725679104,0,False,False
average,H_2x2,2,4,704,352,0.08528590134038502,0.0690261166736799,0.71001119286768,3,0.08609920662283414,0.07138336100611965,0.7130371595669045,0,False,False
average,H_2x2,4,8,704,352,0.061347455151828024,0.04988999511200576,0.9304380152826811,3,0.06045065493618547,0.04833618615232143,0.9314242650561687,0,False,False
majority,C_activity,1,2,704,352,0.00534166499008635,0.004247564574682256,,3,0.005719466560041139,0.004229744671399451,,24,True,True
majority,C_activity,2,4,704,352,0.007547363974432027,0.0059154874176327995,,3,0.009518498855866805,0.007754693099834433,,0,True,True
majority,C_activity,4,8,704,352,0.026291087335910596,0.02034196590281196,,2,0.027170623716227055,0.02268068890455061,,0,True,False
majority,C_frozen,1,2,704,352,0.00534166499008635,0.0042475645746822555,,3,0.005719465894725913,0.004229745917328668,,24,True,True
majority,C_frozen,2,4,704,352,0.007547363974432028,0.005915487417632795,,3,0.009518498852539898,0.007754693089645639,,0,True,True
majority,C_frozen,4,8,704,352,0.026291087335910596,0.020341965902811957,,2,0.027170623716226784,0.022680688904548385,,0,True,False
majority,H_2x2,1,2,704,352,0.07180343449632241,0.06456613975206706,0.6020219407110933,2,0.07031810500991255,0.06283136025713412,0.6059956725679104,0,False,False
majority,H_2x2,2,4,704,352,0.08528590134038502,0.0690261166736799,0.71001119286768,3,0.08609920662283414,0.07138336100611965,0.7130371595669045,0,False,False
majority,H_2x2,4,8,704,352,0.061347455151828024,0.04988999511200576,0.9304380152826811,3,0.06045065493618547,0.04833618615232143,0.9314242650561687,0,False,False
threshold_high,C_activity,1,2,704,352,0.005836397136725604,0.004116129074045493,,2,0.006101342276633807,0.004480157286102646,,0,True,True
threshold_high,C_activity,2,4,704,352,0.005585769585510074,0.003364213320897838,,3,0.005068503560443854,0.0033486280297410076,,0,True,True
threshold_high,C_activity,4,8,704,352,0.01580149205117426,0.00986558231425675,,2,0.014683116615225983,0.009962955022345206,,0,True,False
threshold_high,C_frozen,1,2,704,352,0.005836397136725602,0.004116129074045489,,2,0.006101342277276281,0.004480157290698771,,0,True,True
threshold_high,C_frozen,2,4,704,352,0.005585769585510072,0.0033642133208978365,,3,0.005068503559700929,0.0033486280289390558,,0,True,True
threshold_high,C_frozen,4,8,704,352,0.01580149205117426,0.009865582314256749,,2,0.014683116615225904,0.009962955022345,,0,True,False
threshold_high,H_2x2,1,2,704,352,0.07074955942002255,0.06193685862661631,0.8309059927475918,2,0.06888840757796517,0.061051477322104676,0.8266295004963559,0,False,False
threshold_high,H_2x2,2,4,704,352,0.03935021421925954,0.030292865206671585,0.9557376953778549,3,0.039009140792315086,0.03022176564584167,0.9558829194098314,0,False,False
threshold_high,H_2x2,4,8,704,352,0.051786614653342236,0.04108900172106784,0.956783765398772,2,0.05106898396380971,0.0405805210624242,0.9569392517959854,0,False,False
threshold_low,C_activity,1,2,704,352,0.00534166499008635,0.004247564574682256,,3,0.005719466560041139,0.004229744671399451,,24,True,True
threshold_low,C_activity,2,4,704,352,0.00653597732263585,0.004521143186360349,,2,0.006816540512312314,0.0050717394466161326,,0,True,True
threshold_low,C_activity,4,8,704,352,0.024210744621255546,0.018403963639582525,,2,0.021018153608094767,0.015478059579417695,,0,True,False
threshold_low,C_frozen,1,2,704,352,0.00534166499008635,0.0042475645746822555,,3,0.005719465894725913,0.004229745917328668,,24,True,True
threshold_low,C_frozen,2,4,704,352,0.006535977322635849,0.0045211431863603525,,2,0.006816540512320479,0.005071739446624446,,0,True,True
threshold_low,C_frozen,4,8,704,352,0.02421074462125554,0.018403963639582514,,2,0.02101815360814172,0.015478059579471952,,0,True,False
threshold_low,H_2x2,1,2,704,352,0.07180343449632241,0.06456613975206706,0.6020219407110933,2,0.07031810500991255,0.06283136025713412,0.6059956725679104,0,False,False
threshold_low,H_2x2,2,4,704,352,0.051987917672534946,0.041694327887395174,0.8879810351634406,3,0.05088678115022569,0.04158675833975222,0.8907502239655213,0,False,False
threshold_low,H_2x2,4,8,704,352,0.053509097733128085,0.042358473814159026,0.9409895542894438,2,0.05171444200190473,0.04108589737010499,0.942053503086455,0,False,False
