n,near0_ratio,near1_ratio,saturation_ratio,saturated,eps,ratio_threshold,scheme,estimator,b
1056,0.0,1.0,1.0,True,0.1,0.9,average,C_activity,1
1056,0.0,0.7395833333333334,0.7395833333333334,False,0.1,0.9,average,C_activity,2
1056,0.0,0.2215909090909091,0.2215909090909091,False,0.1,0.9,average,C_activity,4
1056,0.3390151515151515,0.2215909090909091,0.5606060606060606,False,0.1,0.9,average,C_activity,8
1056,1.0,0.0,1.0,True,0.1,0.9,average,C_frozen,1
1056,0.7395833333333334,0.0,0.7395833333333334,False,0.1,0.9,average,C_frozen,2
1056,0.2215909090909091,0.0,0.2215909090909091,False,0.1,0.9,average,C_frozen,4
1056,0.2215909090909091,0.3390151515151515,0.5606060606060606,False,0.1,0.9,average,C_frozen,8
1056,0.0,0.0,0.0,False,0.1,0.9,average,H_2x2,1
1056,0.00946969696969697,0.0,0.00946969696969697,False,0.1,0.9,average,H_2x2,2
1056,0.41382575757575757,0.0,0.41382575757575757,False,0.1,0.9,average,H_2x2,4
1056,0.6666666666666666,0.0,0.6666666666666666,False,0.1,0.9,average,H_2x2,8
1056,0.0,1.0,1.0,True,0.1,0.9,majority,C_activity,1
1056,0.0,0.7395833333333334,0.7395833333333334,False,0.1,0.9,majority,C_activity,2
1056,0.0,0.2215909090909091,0.2215909090909091,False,0.1,0.9,majority,C_activity,4
1056,0.3390151515151515,0.2215909090909091,0.5606060606060606,False,0.1,0.9,majority,C_activity,8
1056,1.0,0.0,1.0,True,0.1,0.9,majority,C_frozen,1
1056,0.7395833333333334,0.0,0.7395833333333334,False,0.1,0.9,majority,C_frozen,2
1056,0.2215909090909091,0.0,0.2215909090909091,False,0.1,0.9,majority,C_frozen,4
1056,0.2215909090909091,0.3390151515151515,0.5606060606060606,False,0.1,0.9,majority,C_frozen,8
1056,0.0,0.0,0.0,False,0.1,0.9,majority,H_2x2,1
1056,0.00946969696969697,0.0,0.00946969696969697,False,0.1,0.9,majority,H_2x2,2
1056,0.41382575757575757,0.0,0.41382575757575757,False,0.1,0.9,majority,H_2x2,4
1056,0.6666666666666666,0.0,0.6666666666666666,False,0.1,0.9,majority,H_2x2,8
1056,0.0,1.0,1.0,True,0.1,0.9,threshold_high,C_activity,1
1056,0.0,0.32386363636363635,0.32386363636363635,False,0.1,0.9,threshold_high,C_activity,2
1056,0.0,0.2215909090909091,0.2215909090909091,False,0.1,0.9,threshold_high,C_activity,4
1056,0.3683712121212121,0.2215909090909091,0.5899621212121212,False,0.1,0.9,threshold_high,C_activity,8
1056,1.0,0.0,1.0,True,0.1,0.9,threshold_high,C_frozen,1
1056,0.32386363636363635,0.0,0.32386363636363635,False,0.1,0.9,threshold_high,C_frozen,2
1056,0.2215909090909091,0.0,0.2215909090909091,False,0.1,0.9,threshold_high,C_frozen,4
1056,0.2215909090909091,0.3683712121212121,0.5899621212121212,False,0.1,0.9,threshold_high,C_frozen,8
1056,0.0,0.0,0.0,False,0.1,0.9,threshold_high,H_2x2,1
1056,0.023674242424242424,0.0,0.023674242424242424,False,0.1,0.9,threshold_high,H_2x2,2
1056,0.509469696969697,0.0,0.509469696969697,False,0.1,0.9,threshold_high,H_2x2,4
1056,0.6666666666666666,0.0,0.6666666666666666,False,0.1,0.9,threshold_high,H_2x2,8
1056,0.0,1.0,1.0,True,0.1,0.9,threshold_low,C_activity,1
1056,0.0,0.7395833333333334,0.7395833333333334,False,0.1,0.9,threshold_low,C_activity,2
1056,0.0,0.2215909090909091,0.2215909090909091,False,0.1,0.9,threshold_low,C_activity,4
1056,0.12973484848484848,0.2215909090909091,0.35132575757575757,False,0.1,0.9,threshold_low,C_activity,8
1056,1.0,0.0,1.0,True,0.1,0.9,threshold_low,C_frozen,1
1056,0.7395833333333334,0.0,0.7395833333333334,False,0.1,0.9,threshold_low,C_frozen,2
1056,0.2215909090909091,0.0,0.2215909090909091,False,0.1,0.9,threshold_low,C_frozen,4
1056,0.2215909090909091,0.12973484848484848,0.35132575757575757,False,0.1,0.9,threshold_low,C_frozen,8
1056,0.0,0.0,0.0,False,0.1,0.9,threshold_low,H_2x2,1
1056,0.00946969696969697,0.0,0.00946969696969697,False,0.1,0.9,threshold_low,H_2x2,2
1056,0.2159090909090909,0.0,0.2159090909090909,False,0.1,0.9,threshold_low,H_2x2,4
1056,0.6515151515151515,0.0,0.6515151515151515,False,0.1,0.9,threshold_low,H_2x2,8
