scheme,estimator,b_from,b_to,n_train,n_test,isotonic_rmse_test,isotonic_mae_test,isotonic_spearman_test,poly_degree_selected,poly_rmse_test,poly_mae_test,poly_spearman_test,monotonicity_violations_poly,saturated_from,saturated_to
average,C_activity,1,2,704,352,0.008428674453823308,0.0067023502064712396,,2,0.008564964753376564,0.006854961447970709,,12,True,True
average,C_activity,2,4,704,352,0.006573688516087134,0.005041176133469951,,3,0.008503779253306809,0.007060020184850787,,0,True,True
average,C_activity,4,8,704,352,0.024030202642443405,0.01626301956840449,,2,0.02405201628210757,0.018145651028261277,,18,True,False
average,C_frozen,1,2,704,352,0.008428674453823306,0.006702350206471238,,2,0.008564964757552316,0.0068549614375132,,12,True,True
average,C_frozen,2,4,704,352,0.00657368851608713,0.005041176133469952,,3,0.00850377925134952,0.007060020178987164,,0,True,True
average,C_frozen,4,8,704,352,0.024030202642443408,0.01626301956840449,,2,0.02405201628218822,0.018145651028388318,,18,True,False
average,H_2x2,1,2,704,352,0.08913130413290565,0.08428310910933003,0.7394984216384785,2,0.0885167234474776,0.0840479335414081,0.7436676087525944,0,False,False
average,H_2x2,2,4,704,352,0.06591308423359021,0.0460625363257019,0.859777525452748,3,0.06608743141483771,0.04883182754264222,0.8561709379698046,0,False,False
average,H_2x2,4,8,704,352,0.05787410336322161,0.046292253887398986,0.9300938103842158,2,0.05746922891391758,0.04601530921074555,0.9309619344985546,0,False,False
majority,C_activity,1,2,704,352,0.008428674453823308,0.0067023502064712396,,2,0.008564964753376564,0.006854961447970709,,12,True,True
majority,C_activity,2,4,704,352,0.006573688516087134,0.005041176133469951,,3,0.008503779253306809,0.007060020184850787,,0,True,True
majority,C_activity,4,8,704,352,0.024030202642443405,0.01626301956840449,,2,0.02405201628210757,0.018145651028261277,,18,True,False
majority,C_frozen,1,2,704,352,0.008428674453823306,0.006702350206471238,,2,0.008564964757552316,0.0068549614375132,,12,True,True
majority,C_frozen,2,4,704,352,0.00657368851608713,0.005041176133469952,,3,0.00850377925134952,0.007060020178987164,,0,True,True
majority,C_frozen,4,8,704,352,0.024030202642443408,0.01626301956840449,,2,0.02405201628218822,0.018145651028388318,,18,True,False
majority,H_2x2,1,2,704,352,0.08913130413290565,0.08428310910933003,0.7394984216384785,2,0.0885167234474776,0.0840479335414081,0.7436676087525944,0,False,False
majority,H_2x2,2,4,704,352,0.06591308423359021,0.0460625363257019,0.859777525452748,3,0.06608743141483771,0.04883182754264222,0.8561709379698046,0,False,False
majority,H_2x2,4,8,704,352,0.05787410336322161,0.046292253887398986,0.9300938103842158,2,0.05746922891391758,0.04601530921074555,0.9309619344985546,0,False,False
threshold_high,C_activity,1,2,704,352,0.00985763234783117,0.007230822796314897,,3,0.009623542099731678,0.0072041344061620875,,0,True,True
threshold_high,C_activity,2,4,704,352,0.0055580688381667255,0.0035580207583936433,,2,0.0053631130681435525,0.003740417109743339,,0,True,True
threshold_high,C_activity,4,8,704,352,0.026012179459180166,0.016911014861646204,,2,0.01929430248864702,0.013798085575653258,,0,True,False
threshold_high,C_frozen,1,2,704,352,0.009857632347831168,0.007230822796314895,,3,0.009623546208534657,0.007204140948635979,,0,True,True
threshold_high,C_frozen,2,4,704,352,0.005558068838166728,0.0035580207583936433,,2,0.0053631130681462994,0.003740417109740389,,0,True,True
threshold_high,C_frozen,4,8,704,352,0.02601217945918017,0.016911014861646204,,2,0.01929430248864796,0.013798085575654706,,0,True,False
threshold_high,H_2x2,1,2,704,352,0.0892381416679405,0.08292969740366417,0.6600151217979598,2,0.08765652641539406,0.08222496571335088,0.6641832357129808,0,False,False
threshold_high,H_2x2,2,4,704,352,0.0459663229708741,0.035029285599689285,0.9132054686394069,2,0.04498614270409536,0.03698460224967343,0.9145843926297182,0,False,False
threshold_high,H_2x2,4,8,704,352,0.05215434561117872,0.041443213937469324,0.9582513588787506,2,0.05117918518223505,0.04027185374904856,0.9592745783457706,0,False,False
threshold_low,C_activity,1,2,704,352,0.008428674453823308,0.0067023502064712396,,2,0.008564964753376564,0.006854961447970709,,12,True,True
threshold_low,C_activity,2,4,704,352,0.006175632244198655,0.004326517171700581,,2,0.005609294445937122,0.0043160175732070835,,0,True,True
threshold_low,C_activity,4,8,704,352,0.020220831137701897,0.013673307243206246,,2,0.01983058405349272,0.013881814155741497,,0,True,False
threshold_low,C_frozen,1,2,704,352,0.008428674453823306,0.006702350206471238,,2,0.008564964757552316,0.0068549614375132,,12,True,True
threshold_low,C_frozen,2,4,704,352,0.0061756322441986556,0.0043265171717005784,,2,0.005609294445935835,0.004316017573197218,,0,True,True
threshold_low,C_frozen,4,8,704,352,0.02022083113770189,0.01367330724320625,,2,0.01983058405347025,0.013881814155744555,,0,True,False
threshold_low,H_2x2,1,2,704,352,0.08913130413290565,0.08428310910933003,0.7394984216384785,2,0.0885167234474776,0.0840479335414081,0.7436676087525944,0,False,False
threshold_low,H_2x2,2,4,704,352,0.04079644624989395,0.02999832667372065,0.9649571345454403,3,0.04006188107637149,0.030920974071820793,0.9653978772250725,0,False,False
threshold_low,H_2x2,4,8,704,352,0.053887921956158914,0.0431111021633335,0.9615497406399706,2,0.051936230435374174,0.04146701251483067,0.9624768198992449,0,False,False
